segmentId,name_vn,lat_start,lon_start,lat_end,lon_end,laneCount_aggregated,speedLimit,frc,roadType,surface,oneway,width,ref,busRoute,bicycleLane,sidewalk,bridgeTunnel,maxHeight,maxWeight,barrier,lit,crossing,curvatureIndex,bearing,lengthKm,intersectionCount,routeSlopePercent,startElevation,endElevation
43af34a1cc2943a2a639ad9d67e0247b,Phường Bình Thắng,10.8853354,106.8049329,10.8852651,106.8048936,1.0,50.0,,,,,,,,,,,,,,,,0.00011,208.76565170475817,0.008884246168922439,2,0.0,34.0,34.0
f2aac3ceadf5ddf9868b1186db03d7ca,Trần Phú,10.7631515,106.6795568,10.7574203,106.674132,2.0,50.0,,primary,asphalt,yes,,,,,,,,,,,,0.011156,222.92011069283313,0.8682944724568921,5,-1.2668513216345636,27.0,16.0
ae789259d7efa21cdf48bf04b0f30669,Vòng xoay Mũi Tàu,10.745645,106.6236611,10.7456047,106.6236292,1.5,50.0,,secondary,asphalt,,,,,,,,,,,,,7.2e-05,217.87160033113625,0.005660900624505516,4,0.0,13.0,13.0
df0613230b902b46a833311e4547b083,Phan Văn Hớn,10.8274348,106.6249037,10.8389566,106.6008101,1.0,50.0,,,,,,,,,,,,,,,,0.035615,295.9631137548984,2.9266675465194285,4,0.5808654290172943,6.0,23.0
86163a5b85f5781a1a097719e51b4386,Phạm Văn Đồng,10.8185142,106.6869633,10.8367273,106.7316781,1.5,50.0,,primary,,yes,,,,,,,,,,,,0.062928,67.4720147627088,5.288359617704673,5,0.05672836601271268,29.0,32.0
e1e131b5892a45b83a874acef266ccd2,Lê Văn Sỹ,10.7892124,106.6753896,10.800243,106.6609346,1.0,50.0,,,,,,,,,,,,,,,,0.025486,307.8430564748286,1.9969366835803317,4,-0.20030680155709055,19.0,15.0
7fafdc57528daa49e98ef4e9841cfc29,Nguyễn Du,10.8839415,106.8020366,10.8805839,106.7847868,1.0,50.0,,,,,,,,,,,,,,,,0.020607,258.79033874161473,1.9221545049490445,4,-1.092524037268102,30.0,9.0
2e3cc70791522bc368a202f945597c97,Xa Lộ Hà Nội,10.8310841,106.7636119,10.8167282,106.757767,1.0,50.0,,,,,,,,,,,,,,,,0.020201,201.7969806045108,1.7117583918834094,5,-1.2268086489060044,29.0,8.0
8e365e564f35d72bd965cbb878b47020,Số 18,10.8226043,106.6066965,10.8232027,106.6059457,1.0,50.0,,,,,,,,,,,,,,,,0.001349,309.05768589352255,0.10546063935928675,5,0.0,13.0,13.0
12af608c38e4c1fd02ec4ad583e7702c,Đường Phạm Văn Đổng,10.8139646,106.6791508,10.8193249,106.6899702,1.0,50.0,,,,,,,,,,,,,,,,0.01618,63.23279759205292,1.3234048911932057,2,1.2090026345281308,17.0,33.0
b07cddff21e96635b34fd7221a0b4c62,Hồng Bàng,10.7554182,106.6634172,10.7550108,106.6603376,1.0,50.0,,,,,,,,,,,,,,,,0.003487,262.3312344650785,0.33983766030919593,2,-0.8827744392044417,33.0,30.0
c4f2bb74f9ed301a1aae531425440447,Bạch Đằng,10.8033698,106.7048266,10.8139316,106.6656805,1.0,50.0,,,,,,,,,,,,,,,,0.049708,285.3627530997404,4.43746787089511,4,0.022535374431866786,32.0,33.0
42207b521df1859c147c0601fb423ed8,Công Xã Paris,10.7791557,106.7000845,10.7792456,106.6999777,1.0,50.0,,,,,,,,,,,,,,,,0.000197,310.5926137223091,0.015340139329405858,1,-6.518845614935696,34.0,33.0
b99d1ebd5f548dc07398b33076af0e66,Nguyễn Xiển,10.8592096,106.8363216,10.8837836,106.8346037,1.0,50.0,,,,,,,,,,,,,,,,0.026292,356.0728217750798,2.7247047036497385,4,0.8074269468735833,10.0,32.0
7d7423620b02bdbc2d5f2f733f73ce30,Hai Bà Trưng,10.7916908,106.6871714,10.7821327,106.6989225,1.0,50.0,,,,,,,,,,,,,,,,0.021309,129.623999703079,1.664158749157409,1,-1.6825317905624606,33.0,5.0
effeb9ef423badbcb38fb35e6244d543,Quách Thị Trang,10.7130085,106.8474689,10.7086939,106.8475454,1.0,50.0,,,,,,,,,,,,,,,,0.004391,179.00191034112288,0.477322659252113,4,-1.0475094578233908,25.0,20.0
70a0fb385cfe3f055585918736e16293,Hẻm 312 Kinh Dương Vương,10.7433547,106.6207621,10.7433184,106.6207225,1.0,50.0,,,,,,,,,,,,,,,,7.6e-05,226.98451630124305,0.005906267840592143,1,0.0,8.0,8.0
4f567f2a96a55fa7d1f6b97970a6caab,Mã Lò,10.7834104,106.5989412,10.7764236,106.6008637,1.0,50.0,,,,,,,,,,,,,,,,0.008909,164.87390944289905,0.8009233031071288,1,-0.6242795009962667,26.0,21.0
81b575c76e07e31e195a8cc54482dc4e,Đường Lê Đại Hành,10.7684337,106.652716,10.7623035,106.65706,1.0,50.0,,,,,,,,,,,,,,,,0.010474,145.15583585378772,0.8279663544052426,4,3.5025577845891727,5.0,34.0
07c3b6b25b61229d668d7c4c6917d65c,Phường Bến Thành,10.7713876,106.6930624,10.7715326,106.6933233,1.0,50.0,,,,,,,,,,,,,,,,0.000406,60.50154990538459,0.03273353865378729,1,0.0,19.0,19.0
478bfed0731f74043453209e13178182,Phạm Văn Đồng,10.8380903,106.7343264,10.8667147,106.7620017,1.0,50.0,,,,,,,,,,,,,,,,0.0563,43.51508269837552,4.379746316195887,1,0.5936416888771495,7.0,33.0
