segmentId,name_vn,lat_start,lon_start,lat_end,lon_end,laneCount_aggregated,speedLimit,frc,roadType,surface,oneway,width,ref,currentSpeed,freeFlowSpeed,jamFactor,congestionIndex,trafficVolume,occupancy,incidentFlag,LOS,crossTime,busRoute,bicycleLane,sidewalk,bridgeTunnel,maxHeight,maxWeight,barrier,lit,crossing,curvatureIndex,bearing,lengthKm,timeStamp,dayOfWeek,speedLimitRatio,relativeCongestionIndex,routeSlopePercent,intersectionCount,hourOfDay,dayType
bc868c424a36b3e6e0036f0b57031736,Đường Điện Biên Phủ,10.801349,106.7109178,10.8014241,106.7109087,6.0,50.0,FRC2,primary,asphalt,yes,,,29.0,46.0,0.0,0.6304347826086957,6151.3,36.95652173913043,0,C,0.06206896551724138,,,,,,,,,,8.4e-05,353.21230774763296,0.008366455753506877,2603090804,0,0.58,0.3695652173913043,0.0,4,8,Weekday
1ffd381733dc696272b3a0db86e73ed5,Cầu Hoàng Hoa Thám,10.7946727,106.693204,10.7958364,106.6927968,1.0,50.0,FRC4,service,,,,,14.0,27.0,0.0,0.5185185185185185,1226.67,48.14814814814815,0,C,0.1285714285714286,,,,,,,,,,0.001571,341.0308715432691,0.13620619486250204,2603090804,0,0.28,0.48148148148148145,0.0,5,8,Weekday
df5c224c39d21005bbac19fdc087dd6e,Đường Nguyễn Thị Minh Khai,10.7657285,106.6818889,10.7897016,106.7045845,1.5,50.0,FRC3,tertiary,asphalt,,,,22.0,35.0,0.0,0.6285714285714286,1542.86,37.142857142857146,0,C,0.08181818181818182,,,,,,,,,,0.046669,42.92104714750593,3.6322129510262524,2603090804,0,0.44,0.37142857142857144,-0.3579085305647334,2,8,Weekday
9e8ff4d9311cdcda6c25a592b28ef761,Đường Lý Thái Tổ,10.7376092,106.8141974,10.7670409,106.6763647,1.0,50.0,FRC4,residential,,,,,37.0,42.5,0.0,0.8705882352941177,592.94,12.941176470588234,0,B,0.04864864864864865,,,,,,,,,,0.167264,282.2752600588648,15.423334041155789,2603090805,0,0.74,0.12941176470588237,0.07780418921083516,4,8,Weekday
6ba9c3f0ba5b44682018f75d1c8c54fa,Đường Nguyễn Hữu Cầu,10.791062,106.6911349,10.7900598,106.6904811,1.5,50.0,FRC4,residential,asphalt,,4,,14.0,27.0,0.0,0.5185185185185185,1840.0,48.14814814814815,0,C,0.1285714285714286,,,,,,,,yes,,0.001656,212.65301840430175,0.1319156412277197,2603090805,0,0.28,0.48148148148148145,-1.5161204398404091,4,8,Weekday
320440cb37367194702ef3389c7420b7,Đường Trần Hữu Trang,10.7935553,106.6753149,10.7940624,106.673077,1.0,50.0,FRC2,residential,,,,,17.0,34.0,0.0,0.5,1260.0,50.0,0,C,0.10588235294117647,,,,,,,,,,0.002745,282.98984317690304,0.2510885497469216,2603090805,0,0.34,0.5,-0.3982658711470216,5,8,Weekday
40f4a50cdb1f1c6db5873ea913fa0a0e,Đường Hồng Bàng,10.7552474,106.6584197,10.7546122,106.6583409,2.0,50.0,FRC4,residential,asphalt,,,,23.5,32.0,0.0,0.734375,1676.25,26.5625,0,B,0.07659574468085106,,,,,,,,,,0.000714,186.94873517239884,0.07078800932676763,2603090805,0,0.47,0.265625,-1.4126686277952192,3,8,Weekday
416cfd141b2e1f430ec55fda745aa785,Đường Số 621,10.8674881,106.7842783,10.8738915,106.8076326,2.0,50.0,FRC1,trunk,asphalt,yes,,QL.1,43.5,53.5,0.0,0.8130841121495327,1392.9,18.691588785046733,0,B,0.04137931034482759,,,,,,,,yes,,0.029758,74.39832394352874,2.6498590242602025,2603090805,0,0.87,0.18691588785046728,-0.03773785664990928,1,8,Weekday
bc0842a441b2deb781ffc3bb480427fa,Hẻm 100 An Dương Vương,10.763637,106.678648,10.7581844,106.6702787,3.0,60.0,FRC4,primary,asphalt,yes,,,22.0,29.0,0.0,0.7586206896551724,2383.45,24.13793103448276,0,B,0.08181818181818182,,,,,,,,,,0.013822,236.4499591702573,1.096221656189611,2603090806,0,0.36666666666666664,0.2413793103448276,-1.1858915509101584,3,8,Weekday
e70acbe9f7d46f0d61297b911d0ecb2c,Đường Mai Chí Thọ,10.7833905,106.7417533,10.7733243,106.7224129,3.0,55.0,FRC4,trunk,asphalt,yes,,,29.0,39.5,0.0,0.7341772151898734,2515.44,26.582278481012654,0,B,0.06206896551724138,,,,,,,,,,0.029407,242.08616275406519,2.390391317157587,2603090806,0,0.5272727272727272,0.26582278481012656,0.04183415463494486,1,8,Weekday
c130fe295990556b2f6683348393e9ca,Đường Thành Thái,10.7781305,106.6563416,10.7807392,106.6588525,1.5,50.0,FRC4,primary_link,asphalt,yes,,,26.5,31.5,0.0,0.8412698412698413,968.57,15.873015873015872,0,B,0.06792452830188679,,,,,,,,,,0.00512,43.395924985332215,0.3983423747729099,2603090806,0,0.53,0.15873015873015872,1.0041613077896498,1,8,Weekday
38a661558bc6a99ae1fccf8a8bf061b0,Đường Dương Bá Trạc,10.7413597,106.6885411,10.7415302,106.6884693,2.0,50.0,FRC2,primary,asphalt,yes,,,20.0,35.0,0.0,0.5714285714285714,2262.86,42.85714285714286,0,C,0.09,,,,yes,,,,,,0.000242,337.52338033061193,0.020429379873433226,2603090806,0,0.4,0.42857142857142855,0.0,1,8,Weekday
e3ceeae18f4f59cff15ec975feec319b,Đường Phạm Văn Đồng,10.8367273,106.7316781,10.8316231,106.7254178,1.5,50.0,FRC2,primary,,yes,,,32.0,42.0,0.0,0.7619047619047619,1182.86,23.809523809523814,0,B,0.056249999999999994,,,,,,,,,,0.011364,230.30367280069,0.8873431738469959,2603090806,0,0.64,0.23809523809523808,-1.2396556737243491,2,8,Weekday
