street_name,long_snode,lat_snode,long_enode,lat_enode,length_km
Nguyễn Kiệm,106.680033,10.7998472,106.6787698,10.8135747,2.8840594735981924
Nguyễn Lương Bằng,106.7180368,10.7348064,106.7200097,10.7318083,1.613268710534151
Nguyễn Lương Bằng nối dài,106.7318964,10.7087139,106.7314656,10.7130973,0.4896791983173929
Nguyễn Ngọc Lộc,106.6640385,10.7659563,106.6640385,10.7659563,0.0
Nguyễn Nhược Thị,106.6402431,10.7369895,106.6403352,10.7369774,0.010151318832130671
Nguyễn Oanh,106.6787535,10.8506971,106.6775689,10.8308983,2.2053240171055064
Nguyễn Phúc Nguyên,106.6792239,10.7805493,106.6789157,10.7820636,0.17171492194806762
Nguyễn Sơn,106.6254206,10.7831843,106.6288258,10.7821283,0.3900498633669948
Nguyễn Thi,106.6591297,10.7505935,106.6591695,10.7505909,0.0043574840546931545
Nguyễn Thiện Thuật,106.679824,10.7680707,106.6802989,10.7676816,0.06755094516139686
Nguyễn Thái Bình,106.6523793,10.7964689,106.6598663,10.800764,0.9470215144156982
Nguyễn Thái Học,106.69714,10.7651757,106.6954254,10.7679022,0.35636305326742357
Nguyễn Thái Sơn,106.6790274,10.8145897,106.683148,10.819754,0.7299057954981576
Nguyễn Thông,106.679297,10.781667,106.6869946,10.7759864,0.9853521977547524
Nguyễn Thượng Hiền,106.6820734,10.7770101,106.6821788,10.776852,0.021014474032627843
Nguyễn Thị Diệu Hương,106.655911,10.7779274,106.655911,10.7779274,0.0
Nguyễn Thị Minh Khai,106.682324,10.7660316,106.7045845,10.7897016,3.6985844732827964
Nguyễn Thị Nghĩa,106.6940986,10.7701435,106.6945589,10.7693254,0.10393993001263716
Nguyễn Thị Nhung,106.7054307,10.8433563,106.7057848,10.8435122,0.04237883749070587
Nguyễn Thị Nhỏ,106.6504956,10.7514819,106.6507502,10.753478,4.291722726314889
Nguyễn Thị Nhỏ,106.6508617,10.7544346,106.6513758,10.7591706,0.4879341647391684
Nguyễn Thị Thập,106.699903,10.7406127,106.7035805,10.7399476,1.1307963299164343
Nguyễn Thị Tần,106.6845345,10.7492439,106.6848291,10.7486955,0.06895096817096423
Nguyễn Thị Đặng,106.6414169,10.867202,106.6416344,10.8676811,0.058328230709135946
Nguyễn Thị Định,106.7773201,10.7682878,106.7889248,10.7581359,1.6974505160578641
Nguyễn Tri Phương,106.6690295,10.7590308,106.6695017,10.7522326,2.4925966502303525
Nguyễn Trãi,106.6929369,10.7710906,106.6628252,10.7532859,3.839213791358263
Nguyễn Trãi,106.6628252,10.7532859,106.6535477,10.7527545,3.9739225377440355
Nguyễn Trãi,106.6535477,10.7527545,106.6883289,10.7669665,4.115036293621271
Nguyễn Trọng Trí,106.6176488,10.7407342,106.6175944,10.7406865,0.007965675832954077
Nguyễn Trọng Tuyển,106.6699079,10.7980849,106.6699079,10.7980849,0.6339007670150367
Nguyễn Tuyển,106.7653756,10.7833422,106.7652891,10.7836471,0.035195317628407406
Nguyễn Tất Thành,106.7071763,10.7650945,106.7164541,10.7578081,1.2975459146308788
Nguyễn Văn Bá,106.7687324,10.8415062,106.773359,10.8496688,1.0387987035464143
Nguyễn Văn Bá (nối dài),106.7843268,10.8565707,106.7901143,10.8599603,0.9154745017359877
Nguyễn Văn Cừ,106.6819889,10.7643811,106.6818405,10.765251,0.6202347911246202
Nguyễn Văn Giai,106.697328,10.7926284,106.6974031,10.7930658,0.049323567567713805
Nguyễn Văn Khối,106.6441247,10.8463002,106.6571611,10.8425938,1.4821467685831875
Nguyễn Văn Linh,106.7181438,10.7293691,106.7269803,10.7526944,5.053584531058531
Nguyễn Văn Linh,106.7192028,10.7311956,106.7269803,10.7526944,2.5370640501323067
Nguyễn Văn Luông,106.6337889,10.7357509,106.6353149,10.7485677,1.4348805378212404
Nguyễn Văn Lượng,106.6799748,10.8384914,106.6659911,10.8386842,1.527328542865626
Nguyễn Văn Lạc,106.7089225,10.79196,106.708958,10.7921268,0.01894831528774557
Nguyễn Văn Nghi,106.6887972,10.8214371,106.6869947,10.8238312,0.3310952837537313
Nguyễn Văn Quá,106.6265884,10.8261451,106.6266087,10.8264064,0.029139699524642525
Nguyễn Văn Quý,106.73585,10.7402847,106.7361197,10.7404302,0.03361365397181491
Nguyễn Văn Quỳ,106.7405148,10.7432943,106.7313895,10.7383028,1.1410028263971925
Nguyễn Văn Trỗi,106.6800466,10.7929933,106.6777789,10.7941581,2.101650464273093
Nguyễn Văn Tăng,106.8286983,10.8428497,106.8281916,10.8424012,0.07449329229231154
Nguyễn Văn Đậu,106.6938401,10.8143614,106.6882022,10.8085648,0.8914205812242714
Nguyễn Xiển,106.8363216,10.8592096,106.8346037,10.8837836,2.7389359432645266
Nguyễn Xuân Khoát,106.6345051,10.7951766,106.6345715,10.7954885,0.03543192721676958
Nguyễn Xí,106.7033547,10.8226293,106.7031447,10.8230448,0.05158118525977299
Nguyễn Ðình Chiểu,106.7031476,10.7924028,106.6824793,10.7704394,3.3259212561324736
Nguyễn Ðình Chiểu,106.6918856,10.7803604,106.6800536,10.767872,1.8970522548500481
Nguyễn Đình Chiểu,106.6789788,10.8033297,106.6796467,10.8034825,0.07490325554993517
Nguyễn Đình Chính,106.6755726,10.7956505,106.6778016,10.7949615,0.25523683360705574
Nguyễn Đức Cảnh,106.7085848,10.7283976,106.7085817,10.7285196,0.013570008068512128
Nguyễn Đức Thuận,106.6403983,10.8073545,106.6404336,10.8072353,0.013803818615140177
Nguyễn Ảnh Thủ,106.6071961,10.8552391,106.6071458,10.8551791,0.00864203825401285
Ngã Bảy Lý Thái Tổ,106.6744532,10.7679102,106.6744532,10.7679102,0.0
Ngã Sáu Nguyễn Tri Phương,106.6687226,10.7598992,106.6687397,10.7599392,0.004824140522413245
Ngã sáu Cộng Hòa,106.681627,10.7651637,106.6815426,10.765182,0.009441574132764505
Ngã tư An Sương,106.6150302,10.8428093,106.6152871,10.8429984,0.035060961325050356
Ngã tư Hàng Xanh,106.7110941,10.8013276,106.7111262,10.8012791,0.006432481735280782
Ngô Chí Quốc,106.730453,10.8740594,106.7302504,10.8738081,0.035640994762754355
Ngô Gia Tự,106.6664916,10.7565017,106.6740191,10.7671362,2.701150932469437
Ngô Nhân Tịnh,106.6533788,10.7504649,106.6533788,10.7504649,0.0
Ngô Quyền,106.664104,10.7656858,106.6668579,10.7517792,1.474132784852888
Ngô Tất Tố,106.7139268,10.7918618,106.7127835,10.7924353,0.14022060536082182
Nhánh A1,106.7532978,10.7932441,106.7524658,10.7926709,0.11100063007023751
Nhánh A2,106.7532978,10.7932441,106.7522965,10.7938273,0.1271499498310546
Nhánh B1,106.7519936,10.7923857,106.7536837,10.7926848,0.1875783341161387
Ni Sư Huỳnh Liên,106.6494573,10.782654,106.6497547,10.7821504,0.06473838831237107
Núi Thành,106.643124,10.8009799,106.6429183,10.8007478,0.03421787861894056
Nơ Trang Long,106.6954833,10.8112469,106.706678,10.8252639,1.9809638617310616
Pasteur,106.7014834,10.7732727,106.7010371,10.7743326,1.0412436018134055
Pham Ngũ Lão,106.6832697,10.8207556,106.6808708,10.8251544,0.5548755489601291
Phan Huy ích,106.6401134,10.8442903,106.6297806,10.8231377,2.6087650056794187
Phan Thúc Duyện,106.6589142,10.8052601,106.6635788,10.8026411,0.5868429883940388
Phan Văn Hớn,106.6249037,10.8274348,106.6008101,10.8389566,2.9266602123778664
Phan Văn Trị,106.6954833,10.8112469,106.6746596,10.831922,3.233843373038242
Phan Văn Trị,106.6745438,10.8319624,106.6954833,10.8112469,3.533534576031726
Phan Văn Đáng,106.7929002,10.7468469,106.7931437,10.7471454,0.04253591687968858
Phan Văn Đối,106.5950621,10.8296291,106.5949971,10.8295371,0.012451770899424645
Phan Xích Long,106.6832089,10.8015575,106.6869344,10.799015,0.49548916713070645
Phan Đình Giót,106.6677637,10.8001795,106.6644615,10.8046866,0.617461610370157
Phan Đình Phùng,106.6839488,10.7942586,106.6802718,10.7991862,0.6795426146152821
Phan Đăng Lưu,106.6965436,10.8025532,106.6803694,10.7993486,2.481383733766636
Phạm Văn Đồng,106.6992827,10.8218467,106.7354087,10.8384481,7.841901874891282
Phạm Văn Đồng,106.6833531,10.8163711,106.7354087,10.8384481,6.1926253243597165
Phạm Văn Đồng,106.7363075,10.838735,106.6917234,10.8200201,5.295284825085187
Phạm Văn Đồng,106.6902882,10.8196001,106.7326464,10.837129,5.01999704925125
Phạm Văn Đồng,106.6867094,10.818071,106.7435101,10.8408851,6.478482052774238
Phạm Văn Đồng,106.7053644,10.8233047,106.7435101,10.8408851,4.601876266766249
Phó Cơ Điều,106.6570028,10.7620243,106.6571078,10.758013,0.5537498229840824
Phó Ðức Chính,106.6991208,10.7707145,106.7010097,10.7676642,0.39700952096803965
Phú Châu,106.7448654,10.8628859,106.7473789,10.8658949,0.43276570092352323
Phú Hòa,106.6510434,10.7849204,106.6533302,10.7854926,0.2577648176992595
Phú Hữu,106.6537519,10.7535742,106.6533152,10.7510733,0.2821497576093293
Phú Thuận,106.729495,10.729784,106.7298359,10.729912,0.03987056745337456
Phú Thọ,106.641575,10.7589846,106.641586,10.7589257,0.0066587040265110075
Phường 10,106.6677962,10.7681682,106.6677962,10.7681682,0.0
Phường 13,106.7008658,10.8345705,106.6514144,10.8592742,6.058961675141387
Phường 14,106.6590186,10.7507925,106.6439339,10.8515609,11.32542419979174
Phường 3,106.6786944,10.8146655,106.6767178,10.8120867,0.3589313196285001
Phường 7,106.6615305,10.7646858,106.6615305,10.7646858,0.0
Phường 8,106.674106,10.7575894,106.6739837,10.757428,0.022373720451177744
Phường An Bình,106.7588382,10.8753861,106.7505911,10.8750874,0.9011783138767049
Phường An Lạc A,106.61846,10.7414323,106.6184129,10.7413924,0.0067941470855374395
Phường An Phú,106.7557929,10.8094109,106.7560287,10.8097169,0.042673644649182885
Phường An Phú Đông,106.6996423,10.8391657,106.7000553,10.8523365,3.642950668469977
Phường Bình Chiểu,106.7287564,10.8878174,106.728711,10.8878003,0.005309521891040537
Phường Bình Hưng Hòa B,106.5779904,10.8045394,106.5934583,10.785662,2.6945423849714083
Phường Bình Thắng,106.8049329,10.8853354,106.8048936,10.8852651,0.008917459176875732
Phường Bến Nghé,106.6984933,10.780376,106.6984806,10.7803753,0.0013894345291640047
Phường Bến Thành,106.6930624,10.7713876,106.6933233,10.7715326,0.032744264759549446
Phường Cát Lái,106.7888166,10.7581824,106.7889037,10.7581122,0.012307080430586401
Phường Hiệp Bình Chánh,106.7145095,10.8260009,106.7326691,10.8374007,2.353764185782639
Phường Hiệp Bình Phước,106.7045433,10.8410074,106.7050813,10.8412473,0.06452722172239657
Phường Linh Trung,106.7673863,10.8724231,106.8026394,10.867122,3.894502348889274
Phường Linh Xuân,106.7757156,10.8708535,106.7669177,10.8728261,0.985444285053656
Phường Linh Đông,106.7438935,10.8413507,106.7442274,10.8408414,0.06735619504602477
Phường Nguyễn Cư Trinh,106.6907611,10.7642694,106.690743,10.7642807,0.0023426850414663834
Phường Phú Thuận,106.7432344,10.7192661,106.7432765,10.7199382,0.07487552120401801
Phường Sơn Kỳ,106.6190596,10.8013922,106.6190675,10.8013405,0.005813174763184996
Phường Tam Bình,106.728414,10.8649833,106.7285029,10.8648292,0.01969413120708864
Phường Tam Phú,106.7454594,10.8636069,106.7455177,10.8635251,0.011102465117688979
Phường Thạnh Lộc,106.6796891,10.8587824,106.6795635,10.8587301,0.014897953640567865
Phường Thảo Điền,106.7293575,10.8005193,106.7464095,10.8025976,1.8767834447583358
Phường Trung Mỹ Tây,106.6264888,10.8521986,106.6265032,10.8521149,0.009438936152187908
Phường Tân Phú,106.8069619,10.870652,106.7295974,10.7158518,19.17539344661305
Phường Tân Thuận Tây,106.7241939,10.7523982,106.7242338,10.7522526,0.016766468802798057
Phường Tân Thới Nhất,106.6156611,10.8423995,106.6155929,10.842552,0.01852085111364725
Phường Đông Hòa,106.8030852,10.8762972,106.8076326,10.8738915,4.923145652415318
Phường Đông Hưng Thuận,106.6308139,10.8502828,106.6309142,10.850249,0.011580323756520917
Phạm Hùng,106.6691251,10.7484337,106.6689249,10.740971,0.830102548725186
Phạm Hồng Thái,106.6938843,10.7712522,106.6963858,10.7711253,0.27361749919074685
Phạm Hữu Lầu,106.7321155,10.7045223,106.7321155,10.7045223,0.0
Phạm Ngũ Lão,106.6941176,10.7690424,106.6883701,10.7667354,0.6782246810715945
Phạm Ngọc Thạch,106.6978143,10.78092,106.6969534,10.7817113,0.12878323368703695
Phạm Phú Thứ,106.6438571,10.7444878,106.6466566,10.7897886,5.0464934577924625
Phạm Thiều,106.7230082,10.7266492,106.7231231,10.7267196,0.014793866721270097
Phạm Thái Bường,106.7086074,10.7273833,106.7097716,10.7274088,0.12722240037653176
Phạm Thế Hiển,106.6548139,10.7404244,106.6874216,10.7508219,3.745152893591354
Phạm Văn Bạch,106.6330654,10.8138819,106.6464179,10.8374497,2.999050996030346
Phạm Văn Chiêu,106.665484,10.8541753,106.6602254,10.8523298,0.6098341742658052
Phạm Văn Hai,106.6653921,10.8000753,106.6645994,10.7970292,0.34960224380618593
Phạm Văn Đồng,106.7222594,10.8289838,106.7634123,10.8705207,6.444385125115785
Phạm Văn Đồng,106.7633832,10.8701199,106.7439592,10.8414243,3.883876013760775
Phạm Văn Đồng,106.7439592,10.8414243,106.7620017,10.8667147,3.4393298148701783
Phạm Văn Đồng,106.7394746,10.8398287,106.710872,10.8251409,3.524973811540835
Phạm Văn Đồng,106.7074369,10.8242579,106.6818266,10.8156051,8.029123127202208
Phạm Văn Đồng,106.7294684,10.8344857,106.6818266,10.8156051,5.610836827769279
Phạm Văn Đồng,106.6814749,10.8154234,106.7325701,10.8370873,6.082062087467355
Phạm Văn Đồng,106.6975926,10.8212703,106.7325701,10.8370873,4.205486666506823
Phạm Văn Đồng,106.7384111,10.8395571,106.7114115,10.8252909,3.113671775654572
Phạm Văn Đồng,106.7617638,10.8666573,106.6869633,10.8185142,9.76674130733447
Phạm Văn Đồng,106.6869633,10.8185142,106.7316781,10.8367273,5.286815566417658
Phạm Văn Đồng,106.7316781,10.8367273,106.7343264,10.8380903,3.7672177980560266
Phạm Văn Đồng,106.7343264,10.8380903,106.7620017,10.8667147,4.389210598003208
Phạm Đình Hổ,106.6496345,10.7521361,106.649744,10.753419,0.1431526306328627
Phạm Đăng Giảng,106.60636,10.8214287,106.6044259,10.818044,0.4315898701099256
Phổ Quang,106.6658741,10.8025366,106.6717917,10.8085272,1.0953297535066855
Quang Trung,106.6794606,10.8266931,106.6466938,10.8395934,3.8825986478645866
Quang Trung,106.6397062,10.844692,106.6419808,10.8430788,5.319716051366578
Quang Trung,106.6634568,10.8350079,106.6544376,10.8374889,4.006939443800457
Quang Trung,106.6544376,10.8374889,106.6472307,10.8393084,0.812662766205654
Quách Thị Trang,106.8474689,10.7130085,106.8236348,10.7065115,1.7678816399775836
Quảng trường sáng tạo,106.8052044,10.8754861,106.805084,10.8742918,0.13344932392117587
Quận 11,106.6534073,10.7673207,106.6497631,10.753578,1.5791209406957554
Quận 8,106.6881377,10.7493268,106.6882437,10.7490054,0.037567285504635284
Quận Gò Vấp,106.6900639,10.8193084,106.6899222,10.8195596,0.03193304871454921
Quận Tân Bình,106.6523466,10.7902723,106.6648526,10.8117157,2.747948050304725
Quốc Lộ 1,106.597382,10.7047068,106.5973319,10.7045783,0.015301189778766575
Quốc lộ 1,106.7474536,10.8741188,106.6008754,10.7226708,23.236145820755258
Quốc lộ 1,106.6008754,10.7226708,106.7794278,10.8684975,25.363139756533034
Quốc lộ 1,106.7813371,10.8678819,106.6586551,10.8617623,13.41435497271477
Quốc lộ 1,106.6586551,10.8617623,106.7668518,10.8725843,13.361431214338177
Quốc lộ 1,106.6494828,10.8620634,106.7668518,10.8725843,12.870068754424427
Quốc lộ 1,106.7887782,10.8671103,106.7915871,10.8666505,3.7595463454239253
Quốc lộ 1,106.7915871,10.8666505,106.748644,10.8752124,4.785030461090096
Quốc lộ 13,106.7200233,10.8513034,106.7132132,10.8180299,3.773859034633517
Quốc lộ 1A,106.7487214,10.8747377,106.6858709,10.8609657,7.032081919548534
Quốc lộ 1A,106.6986862,10.8599881,106.7052214,10.859221,0.7187468412623106
Quốc lộ 1K,106.766068,10.8757339,106.765511,10.8746157,2.037326479973701
Quốc lộ 22,106.6149314,10.8434511,106.5966668,10.8704157,3.6019061964355403
Quốc lộ 22,106.5966668,10.8704157,106.6138112,10.8450745,5.288163111477653
Quốc lộ 22,106.5916776,10.8774435,106.6138112,10.8450745,4.33553844318631
Quốc lộ 22,106.6128986,10.8466302,106.6149651,10.843027,0.4598457829186377
Quớc Lộ 22,106.6140548,10.8449041,106.5914673,10.877854,4.416798339757112
Quớc Lộ 22,106.5900475,10.8798576,106.5863138,10.8851888,0.7194691115805061
Raymondienne,106.7231704,10.7267486,106.7236852,10.7270427,0.06505926145708754
Rạch Bùng Binh,106.6785811,10.7794508,106.6803024,10.7840477,0.5446358693588707
Song Hành,106.7334658,10.7992821,106.7485095,10.8021502,1.6738128464514077
Sư Van Hạnh,106.6738445,10.7575965,106.6710798,10.7696215,1.3708055832723933
Sư Vạn Hạnh,106.6659013,10.7774435,106.6705481,10.77004,0.9401263933062416
Số 12,106.7578623,10.867114,106.7622334,10.8672756,0.47766593213985287
Số 18,106.6066965,10.8226043,106.6059457,10.8232027,0.10560050785676645
Số 7,106.6029789,10.8249576,106.6029143,10.8249497,0.007109846750411919
T1 Loop,106.6643618,10.8124942,106.6648739,10.812469,0.056002127411247216
THOI TAM THÔN 5,106.6105297,10.8842932,106.6112355,10.8839449,0.555131989102957
Tam Bình,106.7287514,10.845997,106.743489,10.8625757,1.7476092406847532
Tam Đảo nối dài,106.6578456,10.7748455,106.6589017,10.7762132,0.19088525318375754
Thiên Phước,106.6555539,10.778088,106.6532873,10.7756928,0.36364030524498586
Thoại Ngọc Hầu,106.621551,10.7737359,106.6416689,10.78599,2.5870159411891027
Thuận Kiều,106.6587965,10.7597225,106.6584197,10.7552474,0.49930796142025435
Thành Thái,106.6588525,10.7807392,106.6670725,10.7675961,1.7456646069068362
Thành phố Thuận An,106.6998839,10.8877621,106.6944551,10.8886155,0.6003350951656314
Thánh Gióng,106.8100261,10.8820255,106.8089551,10.8827193,0.14010188116424144
Tháp Mười,106.6494313,10.7497109,106.6545334,10.7507545,0.5693226037089211
Thân Nhân Trung,106.6423382,10.8023976,106.6424147,10.8029475,0.061714353999142345
Thích Quảng Đức,106.6785195,10.8082313,106.684482,10.8033105,0.8505945875621326
Thăng Long,106.6610854,10.8045573,106.6609131,10.8039431,0.0708413571714299
Thạnh Lộc 29,106.678258,10.8776731,106.6801765,10.8774274,0.21126850958399934
Thế Lữ,106.5386925,10.7202232,106.542567,10.718012,0.48953356586446983
Thị trấn Tân Túc,106.5693537,10.6795155,106.5693331,10.6797073,0.021445643614603736
Thống Nhất,106.6652733,10.8397244,106.6644581,10.8348284,0.5516419878157337
Trang Tử,106.6532793,10.7516644,106.6504956,10.7514819,0.30477588871445016
Transfer between the Metro and the HSR,106.7557179,10.8081678,106.7559278,10.8085665,0.04991034497389038
Trung Mỹ Tây 2A,106.6123545,10.8471993,106.6124805,10.8472751,0.016136440324659846
Trương Công Định,106.6417176,10.7983099,106.6402984,10.7937318,0.5321401658397504
Trương Quốc Dung,106.672673,10.7950667,106.6729603,10.7997004,0.5161986619142266
Trương Định,106.6966242,10.7712056,106.6803024,10.7840477,1.9429869794721135
Trường Chinh,106.6519615,10.7936226,106.6323883,10.8152248,3.215634693303865
Trường Chinh,106.6323883,10.8152248,106.6235423,10.829463,3.446526739821139
Trường Chinh,106.6235423,10.829463,106.6326825,10.8136617,4.105791301106196
Trường Chinh,106.6430538,10.7984865,106.6246086,10.8284986,3.898133374695919
Trường Chinh,106.6218498,10.832788,106.647854,10.7959135,6.6184030736289365
Trường Chinh,106.6187325,10.8373896,106.647854,10.7959135,5.602349623813907
Trường Chinh,106.647854,10.7959135,106.6206709,10.8339258,5.165288793853474
Trường Chinh,106.6206709,10.8339258,106.6211617,10.83315,0.10156184581633926
Trường Sa,106.6855754,10.7925479,106.7006919,10.7939608,1.6585997990995627
Trường Sơn,106.6649688,10.8130718,106.6650145,10.8111229,0.21676526796939594
Trần Bình Trọng,106.6803749,10.7592606,106.6807561,10.7582717,0.11758162219470353
Trần Huy Liệu,106.6779981,10.792161,106.6778425,10.794303,0.23878515186567906
Trần Hưng Ðạo,106.6580656,10.7520028,106.6953474,10.7680299,4.491517706964674
Trần Hưng Ðạo,106.6953474,10.7680299,106.6684652,10.752615,0.8340059200988232
Trần Hữu Trang,106.6753149,10.7935553,106.673077,10.7940624,0.2508597815036969
Trần Khắc Chân,106.6784691,10.7993219,106.6758626,10.8014439,0.3697656134178083
Trần Minh Quyền,106.6737333,10.771263,106.6752791,10.770053,0.21590573388936146
Trần Nam Trung,106.8191301,10.7085686,106.8236348,10.7065115,0.5427347823314321
Trần Nhân Tôn,106.6755174,10.7590354,106.673962,10.7664111,0.829812871809374
Trần Não,106.730462,10.7912282,106.7318819,10.7981949,1.0681316150040294
Trần Phú,106.668592,10.7529727,106.674132,10.7574203,2.4387005385605627
Trần Quang Diệu,106.6782642,10.787646,106.6784817,10.7835849,0.452198239242623
Trần Quang Khải,106.6898524,10.7916682,106.6888956,10.7915069,0.10603762781609605
Trần Quý,106.6518136,10.7582245,106.6582987,10.7596357,0.7256046778651252
Trần Quốc Hoàn,106.6643387,10.8050283,106.6635788,10.8026411,0.2781181045891255
Trần Quốc Thảo,106.6868337,10.7827317,106.689846,10.7799599,0.45084612309981015
Trần Quốc Toản,106.6892673,10.7893494,106.6863082,10.7831971,0.7566191089232392
Trần Văn Giàu,106.5880278,10.7482734,106.5750441,10.7535831,1.5363557936166148
Trần Văn Kiểu,106.6289013,10.7465385,106.6288456,10.7460179,0.05820701107747426
Trần Văn Mười,106.5879562,10.8496569,106.5913288,10.8777391,3.144242452271179
Trần Văn Quang,106.6445172,10.7796593,106.6486116,10.779603,0.7305494192424028
Trần Văn Trà,106.7191654,10.7229109,106.8257234,10.7230616,11.641821571964474
Trần Văn Trà,106.8257234,10.7230616,106.7236416,10.7256271,11.156367792342301
Trần Văn Ðang,106.6795303,10.7822564,106.6784842,10.7830627,0.14524215798852932
Trần Xuân Soạn,106.6919615,10.7512278,106.6880473,10.7504862,0.4354784780992179
Trần Ðình Xu,106.6924841,10.75857,106.6919236,10.759772,0.14701364621393287
Trần Đại Nghĩa,106.7774485,10.8736394,106.5384069,10.7447939,29.78121470936341
Trịnh Phong Đáng,106.7575192,10.8670888,106.7546708,10.8663263,0.322396763104734
Trịnh Đình Trọng,106.6384349,10.7760645,106.6474762,10.7752249,0.9930352805103007
Tân Chánh Hiệp 2,106.6364066,10.870711,106.6270618,10.8750882,0.9706570737661839
Tân Chánh Hiệp 39,106.6167264,10.8821993,106.6163333,10.8825854,2.0094247147483197
Tân Hoà Đông,106.6342541,10.7542847,106.6326357,10.7560579,0.2648271079871982
Tân Kỳ Tân Quý,106.6193962,10.7994476,106.6052666,10.7916934,1.7678559159901763
Tân Liễu,106.5954928,10.6811514,106.5958303,10.6818,0.0810026649536616
Tân Phú,106.7236203,10.7336193,106.7238132,10.7336036,0.021146399274509148
Tân Quý,106.6196106,10.7987681,106.6203627,10.7951375,0.4119777392731503
Tân Sơn,106.6467909,10.8385379,106.6412646,10.8248067,1.641800938496848
Tân Sơn Nhì,106.6353988,10.80264,106.636066,10.8028848,0.07779233739707772
Tân Thuận,106.7500323,10.764817,106.749763,10.7644644,0.049016573701500955
Tân Vĩnh,106.7023549,10.7564549,106.7015563,10.757461,0.14186756953012558
Tân Xuân 1,106.6035093,10.8752155,106.6030332,10.8756688,0.0724119802984305
Tân Xuân 2,106.6077482,10.8819132,106.6079617,10.8822319,0.04241869214821413
Tây Hòa,106.7641935,10.8261485,106.7621148,10.8262034,0.2271090019649189
Tây Thạnh,106.6226738,10.8131648,106.6228898,10.813438,0.8384796006911681
Tên Lửa,106.6149043,10.7384659,106.6147828,10.7379148,0.06270062713868714
Tô Hiến Thành,106.6581461,10.7703883,106.6716762,10.7825973,2.015485892755334
Tô Hiệu,106.6271541,10.7723432,106.6274402,10.7732289,0.10332503894746846
Tô Ký,106.6024445,10.8876775,106.6262305,10.8527736,4.67010039012891
Tô Ký,106.6262305,10.8527736,106.6200389,10.8571859,2.954030637669816
Tô Ngọc Vân,106.7511235,10.8537487,106.6713827,10.8620076,8.75632515681114
Tôn Thất Hiệp,106.6544961,10.7657693,106.6532907,10.7602645,0.6883303042468674
Tôn Thất Thuyết,106.717736,10.7571329,106.7022171,10.7530896,1.7539133223930432
Tôn Ðức Thắng,106.7062443,10.7704106,106.7062775,10.7705573,0.01671058029876242
Tôn Đức Thắng,106.8475443,10.7154014,106.7056039,10.7829212,17.228097290173285
Tùng Thiện Vương,106.6599822,10.7463121,106.6600922,10.7463656,0.013408817091034581
Tú Xương,106.6863035,10.7807024,106.6876354,10.782002,0.2050587415365567
Tăng Nhơn Phú,106.7813494,10.8342567,106.7687697,10.827184,1.5830513033027356
Tạ Uyên,106.6538517,10.7537462,106.6537781,10.754424,0.3579241798745832
Tản Đà,106.6646409,10.7510333,106.663899,10.7548043,0.4270767803516588
Tỉnh lộ 43,106.7319907,10.8770572,106.7319664,10.8772691,0.02371114762810373
Tống Văn Trân,106.6411857,10.7719941,106.6444321,10.769814,0.4295618452511927
Ung Văn Khiêm,106.7184953,10.8070705,106.7190173,10.8069599,0.058325600789684705
Vĩnh Hội,106.7008649,10.7557367,106.7009702,10.7558499,0.017051716028071606
Vân Côi,106.6565352,10.7883735,106.6560806,10.7877277,0.08730596409950778
Vòng xoay,106.6940372,10.8207283,106.6941876,10.8204546,0.034584057141624644
Vòng xoay An Lạc,106.6010824,10.7237483,106.6010908,10.7238063,0.0065142738538047276
Vòng xoay Dương Bá Trạc,106.6893329,10.7388523,106.6895522,10.738675,0.031026779722464475
Vòng xoay Lê Đại Hành,106.6524868,10.7690082,106.6524868,10.7690082,0.0
Vòng xoay Lạc Long Quân,106.6423452,10.7669732,106.6423817,10.7669707,0.0039968422973499325
Vòng xoay Mũi Tàu,106.6236611,10.745645,106.6236292,10.7456047,0.005676742867341161
Vòng xoay Mỹ Thủy,106.7748933,10.7697992,106.7748651,10.7698665,0.008092639383840318
Vòng xoay Ngã Sáu Gò Vấp,106.6800231,10.8263771,106.6798028,10.8265667,0.03199013281503422
Vòng xoay Ngã Sáu Nguyễ Thái Sơn,106.6786185,10.8143542,106.6785004,10.8140447,0.03675271759937729
Vòng xoay Phú Lâm,106.6340806,10.7540208,106.6340886,10.7539125,0.012074080379468301
Vòng xoay Điện Biên Phủ,106.6992858,10.7921176,106.6992344,10.7921359,0.005971715994888142
Võ Chí Công,106.7748346,10.769328,106.7927383,10.7917842,6.882925143868192
Võ Chí Công,106.7614378,10.7568077,106.7927383,10.7917842,5.178435837403978
Võ Hữu Lợi,106.5406398,10.7495136,106.540609,10.749453,0.0075317625585492745
Võ Thị Sáu,106.6955574,10.7915641,106.6826659,10.7785015,1.9841787110680962
Võ Văn Kiệt,106.59955,10.7169989,106.7032148,10.7687081,12.700993094988787
Võ Văn Kiệt,106.6036625,10.7186024,106.6915488,10.7581329,10.559718460482054
Võ Văn Kiệt,106.6692116,10.7503613,106.6606556,10.7491553,0.9442589726440301
Võ Văn Ngân,106.7550306,10.851171,106.7715732,10.8496933,1.8141485804828241
Võ Văn Tần,106.6956364,10.782412,106.6884994,10.7746152,1.1659327839792226
Võ Văn Vân,106.5789943,10.8114752,106.578982,10.8112677,0.023112024493238712
Vĩnh Lộc,106.5775667,10.8125836,106.577018,10.812224,0.07204441811201191
