segmentId,input_segment_id,name,lat_start,lon_start,lat_end,lon_end,length_km,bearing_deg,curvature_index,frc,currentSpeed,freeFlowSpeed,jamFactor,congestionIndex,LOS,trafficVolume,occupancy,crossTime_sec,incidentFlag,lane_snap,lane_here,lane_osm,lane_final,speedLimit_snap,speedLimit_osm,speedLimit_final,roadType,surface,oneway,width,ref,bridge,tunnel,cycleway,sidewalk,lit,smoothness,parking,here_length,here_baseTime,here_travelTime,mapbox_text,mapbox_place_name,mapbox_place_type,mapbox_center_lon,mapbox_center_lat,mapbox_category,mapbox_class,mapbox_type,mapbox_region,mapbox_place,mapbox_locality,mapbox_country,mapbox_postcode,timeStamp,dayOfWeek
1672c01722daa83cae69a3a0af7eea45,,Hồng Bàng,10.753623,106.6478806,10.7533034,106.6507117,0.31167,96.55,0.003151,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,2510171952,4
e3d39cd84d4c0ef295ee5acb87566b98,,Cầu Rạch Lăng,10.821591,106.6983165,10.8218467,106.6992827,0.109377,74.92,0.001222,,0,,,1.0,A,4000.0,,,0,,,4.0,4,,,50,trunk,asphalt,yes,,,yes,,,,yes,,,14,,,,,,,,,,,,,,,,2510171952,4
eec9f602f390a983b7168d8f462f8628,,Trường Chinh,10.7936226,106.6519615,10.8152248,106.6323883,3.208025,318.33,0.041175,,0,,,1.0,A,3000.0,,,0,,,3.0,3,,,50,primary,asphalt,yes,,,,,,,,,,4,,,,,,,,,,,,,,,,2510171952,4
31edc4737b466279924d2c321b641745,,Nguyễn Nhược Thị,10.7369895,106.6402431,10.7369774,106.6403352,0.010163,97.62,0.000104,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,,50,tertiary,asphalt,,,,,,,,,,,11,,,,,,,,,,,,,,,,2510171952,4
46266de033660191a86522f09301eef6,,Cầu Số 2,10.7916133,106.661654,10.7915741,106.6616367,0.004731,203.44,5.6e-05,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,2510171952,4
18838413bcf7c1e42fdcc8d3c5c038bd,,Nguyễn Hữu Thọ,10.7324712,106.7000037,10.7330629,106.6999333,0.065901,353.33,0.000662,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,2510171952,4
9150048419d1d6f8304dcb8a866e0322,,Nguyễn Thiện Thuật,10.7680707,106.679824,10.7676816,106.6802989,0.067456,129.83,0.000864,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,residential,asphalt,,,,,,,,,,,16,,,,,,,,,,,,,,,,2510171953,4
eb48c7456ae2c4beb72622f31718e6f6,,Đường số 9A,10.7292604,106.6884076,10.7288508,106.6880005,0.063527,224.32,0.000817,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,1203,,,,,,,,,,,,,,,,2510171953,4
a0f9b336cdde1225f168a0c44bf80a06,,Cầu Trường Đai,10.8600761,106.6505875,10.860121,106.650645,0.008012,51.51,0.000102,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,,50,secondary,asphalt,yes,,,yes,,,,,,,889,,,,,,,,,,,,,,,,2510171953,4
bd9febbafeeb285104a8c8f9a6feff3e,,đường song hành cao tốc Long Thành Dầu Giây,10.7957644,106.7806947,10.7957648,106.7808587,0.017935,89.86,0.000164,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,,50,secondary,asphalt,,,,,,,,,,,13,,,,,,,,,,,,,,,,2510171953,4
6fa98b4986519f38238f69e972acf5c1,,Cầu Thủ Thiêm,10.7844433,106.7192073,10.7874118,106.7177091,0.366967,333.63,0.004467,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,2510171953,4
f846a9709ed4ed5e14da7fd0b44297ae,,Lãnh Binh Thăng,10.7653269,106.6464629,10.7632537,106.6503161,0.47979,118.71,0.005926,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,2510171953,4
fd613f1221173c7617c7db5cf43d7632,,Cầu Trần Quang Diệu,10.7843732,106.6784372,10.7843732,106.6784372,0.0,0.0,0.0,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,2510171953,4
710295922d5db990b56d770e790aca74,,Nguyễn Thị Diệu Hương,10.7779274,106.655911,10.7779274,106.655911,0.0,0.0,0.0,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,tertiary,asphalt,,,,,,,,,,,51,,,,,,,,,,,,,,,,2510171953,4
7ac9e10ab273227210ba16ae4be9d1e9,,Nguyễn Thị Nhỏ,10.7514819,106.6504956,10.7716614,106.6527803,2.246059,6.35,0.022464,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,2510171953,4
ad618e33678436ff8f07f7f837cacf90,,Nguyễn Thị Nhỏ,10.7544346,106.6508617,10.758499,106.6513356,0.452554,6.53,0.004538,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,service,,,,,,,,,,,,12,,,,,,,,,,,,,,,,2510171953,4
c9e93cbf8c75b64a0675bd2fc62a5449,,Cầu Văn Thánh,10.8003961,106.7165178,10.8006159,106.716054,0.056247,295.76,0.000684,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,1544,,,,,,,,,,,,,,,,2510171953,4
018c801b805c535de3e65e1877a42922,,Trường Chinh,10.8311999,106.6227295,10.8373896,106.6187325,0.812275,327.62,0.010187,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2510171953,4
1fa4513ca059d14db0f34d5b0ed35743,,Nguyễn Tri Phương,10.7590308,106.6690295,10.7614123,106.6684746,0.270326,347.11,0.002936,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,2510171953,4
386ef53d909bc4061a83e53a1f50d4d7,,Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,10.7692426,106.6699972,10.7681372,106.667887,0.261185,241.93,0.003216,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,residential,asphalt,,,,,,,,,,,12,,,,,,,,,,,,,,,,2510171953,4
8ec1e95e83899eb20731578de84b57c7,,Cầu vượt Ngã tư Gò Dưa,10.8708511,106.7329016,10.8717994,106.73325,0.111597,19.84,0.001297,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,2510171953,4
e22607016b6f1d75c70dccf6b0e303f5,,Lê Thánh Tôn,10.7746928,106.6995607,10.7740594,106.6990287,0.091072,219.53,0.001165,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,service,,,,,,,,,,,,612,,,,,,,,,,,,,,,,2510171953,4
856464a1c1df41490a3f12563823be5a,,Cầu vượt Ngã Sáu Gò Vấp,10.8280378,106.6792404,10.8260016,106.6798526,0.234969,163.55,0.002648,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,,50,primary,asphalt,yes,,,,,,,,,,1363,,,,,,,,,,,,,,,,2510171953,4
d2815cdb6defdaf25bcf120055274711,,Lê Thị Hà,10.887776,106.5981184,10.8865251,106.5982675,0.139324,173.32,0.0014,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,2510171953,4
d9b3562599d877999d7ee973975bd565,,Liên Xã,10.8884699,106.5839509,10.8885006,106.5840148,0.007768,63.93,9.5e-05,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2510171953,4
5b019332e6114b8ae49c3362815db79b,,Trần Văn Quang,10.7795043,106.6499053,10.779603,106.6486116,0.14191,274.44,0.001392,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,residential,asphalt,,,,,,,,,,,12,,,,,,,,,,,,,,,,2510171953,4
3f5aacc1931c055cc7a2cda0d227e7c2,,Trần Ðình Xu,10.75857,106.6924841,10.759772,106.6919236,0.14641,335.39,0.001763,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,service,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2510171953,4
50663426f5bd36b04957fdf49fe8c92e,,Lê Văn Thịnh,10.7765916,106.7657368,10.7769125,106.7659642,0.043342,34.84,0.000548,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,tertiary,,,,,,,,,,,,15,,,,,,,,,,,,,,,,2510171953,4
c1d462a1c4850c61eadcf64e9a0f8fc1,,Lê Đại Hành,10.766178,106.6543476,10.7648499,106.6551501,0.171129,149.31,0.002131,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,,50,tertiary,asphalt,,,,,,,,,,,123,,,,,,,,,,,,,,,,2510171953,4
56540f655ecaf0cd3e212d5b48709ef6,,Nguyễn Văn Cừ,10.7622438,106.683007,10.765251,106.6818405,0.356264,339.14,0.004174,,0,,,1.0,A,3000.0,,,0,,,3.0,3,,60,60,primary,asphalt,yes,,,,,,,,,,9,,,,,,,,,,,,,,,,2510171953,4
ebc31b6ef32a57d11f594403a5d7a7e5,,Cầu Ông Dầu,10.8347246,106.7139796,10.8350834,106.7139479,0.039839,355.04,0.000391,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,2510171953,4
e5053e4123ff036f85da726f1676370c,,D2,10.8291371,106.8033886,10.8294096,106.8037053,0.045912,48.78,0.000589,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,2510171953,4
ee81d12c0a53c287abf98910a3b03b57,,Dương Bá Trạc,10.7440266,106.688839,10.7415004,106.6884045,0.283443,189.59,0.002961,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,service,asphalt,,,,,,,,,,,14,,,,,,,,,,,,,,,,2510171953,4
75b9ac0082e9b542bf2515fd064477dd,,Nguyễn Văn Quý,10.7402847,106.73585,10.7404302,106.7361197,0.033605,61.23,0.000415,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,973,,,,,,,,,,,,,,,,2510171953,4
9f49b898d17c44119f3936623504c3af,,Nguyễn Văn Lạc,10.79196,106.7089225,10.7921268,106.708958,0.018854,11.81,0.000202,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,residential,asphalt,,,,,,,,,,,24,,,,,,,,,,,,,,,,2510171953,4
4ff7a3a8dcbb885862c2122ed587bb29,,Tân Liễu,10.6811514,106.5954928,10.6818,106.5958303,0.080687,27.08,0.000986,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,,50,unclassified,,,,,,,,,,,,15,,,,,,,,,,,,,,,,2510171953,4
b8069a7f32571a0668f406ccbc79345e,,Tân Sơn Nhì,10.80264,106.6353988,10.8028848,106.636066,0.077827,69.52,0.000912,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,residential,,,,,,,,,,,,14,,,,,,,,,,,,,,,,2510171953,4
418457226cadd3afae1b65cab44e1785,,Nguyễn Văn Tăng,10.8428497,106.8286983,10.8424012,106.8281916,0.07437,227.97,0.000955,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,,50,secondary,asphalt,,,,,,,,,,,16,,,,,,,,,,,,,,,,2510171953,4
4c92558bd4417d93aa2219f301e1ef14,,Tân Xuân 1,10.8752155,106.6035093,10.8756688,106.6030332,0.072275,314.11,0.000929,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,2510171953,4
a850cbc6710f7832257a05bd733ab343,,Nguyễn Văn Đậu,10.8143614,106.6938401,10.8085648,106.6882022,0.889514,223.69,0.011434,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,tertiary,,,,,,,,,,,,14,,,,,,,,,,,,,,,,2510171953,4
230f9cb6f855139dc3de50459e420b4b,,Tân Xuân 2,10.8819132,106.6077482,10.8822319,106.6079617,0.04228,33.34,0.000532,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,2510171953,4
420037df86171068f7144183b30a00af,,Hem 3m,10.7908008,106.6641842,10.7907633,106.6642609,0.009358,116.46,0.000114,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,2510171953,4
40d06e6195c86f447f9dba3952adacfa,,Lý Thái Tổ,10.7333357,106.8200297,10.7677321,106.6723696,16.592917,283.35,0.182057,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,50,50,primary,,,,ĐT.769B,,,,,,,,3,,,,,,,,,,,,,,,,2510171953,4
7782905963074112e23f8988d4f875bd,,Nguyễn Xiển,10.8592096,106.8363216,10.8837836,106.8346037,2.724705,356.07,0.026292,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,residential,concrete,,,,,,,,,,,16,,,,,,,,,,,,,,,,2510171953,4
c8dd6d1af6d3a7a64ccc3c2ef0ac3ced,,Tây Hòa,10.8261485,106.7641935,10.8262034,106.7621148,0.227389,271.54,0.002134,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,2510171953,4
d619daa10f574702b0448f44d5ce36da,,Trần Văn Ðang,10.7822564,106.6795303,10.7830627,106.6784842,0.145065,308.12,0.001852,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,2510171953,4
1ce67cf699aa7fd135d62ab8400fa8fe,,Tây Thạnh,10.8131648,106.6226738,10.8157799,106.6249673,0.382855,40.74,0.004909,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,2510171953,4
6809c850a7deedba242b8f5915efc051,,Tô Hiến Thành,10.7703883,106.6581461,10.7736176,106.6614007,0.504281,44.71,0.006484,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,2510171953,4
72748935effec2442f680715600ec526,,Lũy Bán Bích,10.7592472,106.6339978,10.7696046,106.6317019,1.17286,347.71,0.012653,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2510171953,4
3ff2b88cd61445ae362d9d551f4378d6,,Ngô Chí Quốc,10.8740594,106.730453,10.8738081,106.7302504,0.035544,218.37,0.000454,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,secondary,,,,,,,,,,,,16,,,,,,,,,,,,,,,,2510171953,4
3ba76ee7705c4123683536a4609d38c1,,Tôn Ðức Thắng,10.7704106,106.7062443,10.7705573,106.7062775,0.016628,12.53,0.00018,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,50,50,primary,asphalt,yes,,,yes,,,,,,,7,,,,,,,,,,,,,,,,2510171953,4
9793e9678dd4c80b990793cdd330a5cb,,Hà Huy Giáp,10.8589939,106.6798911,10.8717216,106.6768789,1.445868,346.92,0.01574,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,2510171953,4
d937a0aea0c8f0a33bc429902f03b914,,Mai Chí Thọ,10.7793052,106.7347388,10.7833905,106.7417533,0.890355,59.34,0.0111,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,2510171954,4
a354da459413cc117dd993c476b53db2,,Nhánh A2,10.7932441,106.7532978,10.7938273,106.7522965,0.127094,300.67,0.001584,,0,,,1.0,A,3000.0,,,0,,,3.0,3,,60,60,motorway_link,asphalt,yes,,CT.29,,,,,,,,960,,,,,,,,,,,,,,,,2510171954,4
18473a097b08708c365e5b3514d74640,,Mai Chí Thọ,10.7882923,106.7502508,10.7924075,106.7519,0.489626,21.49,0.005764,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,service,,,,,,,,,,,,1269,,,,,,,,,,,,,,,,2510171954,4
ff7c5072968d5bc43e1e5191c4841701,,Núi Thành,10.8009799,106.643124,10.8007478,106.6429183,0.034134,221.04,0.000438,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,residential,,,,,,,,,,,,17,,,,,,,,,,,,,,,,2510171954,4
ab4140bae34e4fa081cbfa58de1e6e37,,Hương lộ 8,10.6817688,106.5406723,10.6828162,106.5444885,0.43328,74.39,0.004864,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,2510171954,4
4a1e1f62c0f4ce9beafe5c16329f13aa,,Minh Phụng,10.7577151,106.6438018,10.7626846,106.6446172,0.556879,9.16,0.005785,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,,50,secondary,asphalt,yes,,,,,,,,,,14,,,,,,,,,,,,,,,,2510171954,4
bc94aeffd098c8bc40f404954c2d385c,,Phan Xích Long,10.8015575,106.6832089,10.799015,106.6869344,0.495061,124.79,0.006268,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,tertiary,,,,,,,,,,,,397,,,,,,,,,,,,,,,,2510171954,4
537b99be13a23a9527027acd66c7cb67,,Vườn Chuối,10.7722208,106.6838351,10.7720296,106.6840093,0.028465,138.17,0.000365,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2510171954,4
9a835c1abba19bd231bc8bc4c4e01b6c,,Tôn Đức Thắng,10.7154014,106.8475443,10.7829212,106.7056039,17.228289,295.85,0.20946,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,2510171954,4
6ea17f272e9d92c4348b73e649fb543d,,Vườn Lài,10.845755,106.6932002,10.8606545,106.6917699,1.655492,354.61,0.01633,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,residential,,,,,,,,,,,,8,,,,,,,,,,,,,,,,2510171954,4
2c63fbf4dc77cb37ee333f4e25e765f7,,Xa Lộ Hà Nội,10.8329768,106.7645442,10.8385833,106.7675662,0.702701,27.9,0.008629,,0,,,1.0,A,2000.0,,,0,,,2.0,2,,60,60,trunk,asphalt,yes,,,,,,,yes,,,15,,,,,,,,,,,,,,,,2510171954,4
f96ffc235d76cdb65159ca62c66c920d,,Xa Lộ Hà Nội,10.8187919,106.7581999,10.8418294,106.7695847,2.836098,25.89,0.034422,,0,,,1.0,A,1000.0,,,0,,,,1,,,50,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,2510171954,4
