segmentId,name,name_vn,lat_start,lon_start,lat_end,lon_end,laneCount,speedLimit,frc,roadType,surface,oneway,width,ref,currentSpeed,freeFlowSpeed,jamFactor,congestionIndex,trafficVolume,occupancy,incidentFlag,LOS,crossTime,busRoute,bicycleLane,sidewalk,bridgeTunnel,maxHeight,maxWeight,barrier,lit,crossing,curvatureIndex,bearing,lengthKm,timeStamp,dayOfWeek
d7f27be5c14169277ddc06ff1efcfaa9,Đường số 8,Đường Số 9A,10.7357728,106.6894218,10.7357633,106.6896458,2.0,50.0,FRC3,primary,asphalt,yes,,,23.0,33.5,0.0,0.6865671641791045,1848.36,31.343283582089555,0,C,78.26086956521739,,,,,,,,,,0.000233,92.47168958185568,0.02452448032415,2512202201,5
018afdc8dfe6405f1dceb1f30f73325d,Nguyễn Trãi,Đường Phú Hữu,10.7563856,106.6762478,10.7527545,106.6535477,1.5,50.0,FRC4,service,concrete,,,,24.0,31.0,0.0,0.7741935483870968,1149.68,22.580645161290324,0,B,75.0,,,,,,,,,,0.026331,260.7543983573348,2.5151449971516326,2512202201,5
d52d1561324c99a25f9400b5ad12ae71,Đường Phan Văn Trị,Đường Phan Văn Trị,10.83081,106.6778193,10.8308562,106.6777619,1.0,50.0,FRC3,residential,asphalt,,,,19.0,33.5,0.0,0.5671641791044776,1139.1,43.28358208955224,0,C,94.73684210526316,,,,,,,,,,0.000104,309.3338003871257,0.0080939492821181,2512202201,5
14be1c20c28108e1d0ee5b51f96f0b19,Kênh 10,Đường Cao Tốc Trung Lương,10.708894,106.5725739,10.7087587,106.5725888,3.0,60.0,FRC1,trunk,asphalt,yes,,,45.0,45.0,0.0,1.0,1080.0,0.0,0,A,40.0,,,,yes,,,,,,0.00015,173.82418224669982,0.0150543875479631,2512202202,5
ed7605973c49b176471c75042af01014,Lương Định Của,Đường Lương Định Của,10.7750334,106.7104127,10.7749435,106.7108802,1.0,50.0,FRC4,path,,,,,33.0,33.0,0.0,1.0,360.0,0.0,0,A,54.54545454545455,,,,,,,,,,0.000557,101.07559884334272,0.052088311382175,2512202202,5
cbadfd14b7db0b0b93dcc7c35c27bfea,Phường Thạnh Lộc,Đường Hà Huy Giáp,10.8587824,106.6796891,10.8587301,106.6795635,2.5,50.0,FRC3,primary,asphalt,yes,,,29.0,29.0,0.0,1.0,900.0,0.0,0,A,62.06896551724138,,,,,,,,,,0.000178,247.0234049063613,0.0149017758128695,2512202202,5
879656c05e81f52a10f4ca30dad28fa2,Trần Quý,Đường Trần Quý,10.7591573,106.6561005,10.7596357,106.6582987,2.0,50.0,FRC3,tertiary,asphalt,yes,,,21.0,30.5,0.0,0.6885245901639344,1841.31,31.14754098360656,0,C,85.71428571428571,,,no,,,,,,,0.002677,77.508945996612,0.2461831900573899,2512202203,5
7569516c09795e7aa477bfb1d0dd2468,Học Lạc,Đường Học Lạc,10.7519423,106.6544294,10.7516397,106.6544546,2.0,50.0,FRC4,tertiary,asphalt,,,,30.5,36.0,0.0,0.8472222222222222,1270.0,15.27777777777778,0,B,59.01639344262296,,,,,,,,,,0.000328,175.3226886434685,0.0335847704038934,2512202203,5
6ab60321f847c51e9299df7419d6dc51,Xuân Hồng,Đường Xuân Hồng,10.7944927,106.6525329,10.7937384,106.6517611,3.0,50.0,FRC2,primary,asphalt,yes,,,24.5,34.5,0.0,0.7101449275362319,2645.22,28.985507246376805,0,B,73.46938775510203,,,,,,,,,,0.001526,225.14569949813168,0.1186839819886138,2512202203,5
ed1ed85b3a4498dc0344c576708d092f,Quốc lộ 1K,Đường Quốc Lộ 1K,10.8757339,106.766068,10.8833914,106.7705975,2.0,50.0,FRC3,residential,asphalt,yes,,QL.1K,34.0,44.5,0.0,0.7640449438202247,1569.44,23.59550561797753,0,B,52.94117647058823,,,,,,,,,,0.012187,30.15101204068742,0.9811691659228092,2512202203,5
1e1e73a5851e5963e4ea83aa60ceacce,Quang Trung,Đường Quang Trung,10.8299958,106.6706701,10.835952,106.6605258,1.5,50.0,FRC4,primary,asphalt,yes,,,25.5,35.0,0.0,0.7285714285714285,1272.86,27.142857142857142,0,B,70.58823529411765,,,,,,,,,,0.0161,300.87196580818227,1.2901683967164497,2512202203,5
40077c6e55abef8381d592f810bc7d01,Đường số 54,Đường Trần Văn Giàu,10.7496063,106.5941698,10.7496222,106.594239,2.0,50.0,FRC1,secondary,asphalt,,,,52.0,52.0,0.0,1.0,720.0,0.0,0,A,34.61538461538462,,,,,,,,,,8.5e-05,76.8366578122401,0.0077706560406822,2512202204,5
ab4140bae34e4fa081cbfa58de1e6e37,Hương lộ 10,Đường Tỉnh Lộ 830C,10.6817688,106.5406723,10.681336,106.5412694,2.0,50.0,FRC4,secondary,asphalt,,,ĐT.830C,41.5,45.0,0.0,0.9222222222222224,1000.0,7.777777777777772,0,A,43.373493975903614,,,,,,,,,,0.00103,126.41308932186536,0.0809885106477968,2512202204,5
21f4bfbc30a9337fed4c0ef7a289e01b,Lê Quý Đôn,Lê Quý Đôn,10.8838307,106.8004621,10.8810953,106.8015806,2.0,40.0,FRC1,tertiary,asphalt,yes,,,57.0,57.0,0.0,1.0,720.0,0.0,0,A,31.57894736842105,,,,,,,,,,0.003854,158.12222596085064,0.3263502104272695,2512202204,5
a21d5b152387739bda788721c6a6b518,Nguyễn Văn Trỗi,Đường Nguyễn Văn Trỗi,10.7929933,106.6800466,10.7985035,106.6707041,2.5,55.0,FRC2,tertiary,asphalt,yes,,,24.0,34.0,0.0,0.7058823529411765,2223.53,29.411764705882348,0,B,75.0,,,,,,,,,,0.014853,300.9825816534716,1.1897033766482494,2512202204,5
cba453eaef49c45852cd4c04852540d0,Vĩnh Hội,Đường Vĩnh Hội,10.7557367,106.7008649,10.7558499,106.7009702,2.0,50.0,FRC4,tertiary,asphalt,no,,,20.0,35.0,0.0,0.5714285714285714,2262.86,42.85714285714286,0,C,90.0,,,,,,,,,,0.000219,42.42323154421882,0.017012773059136,2512202204,5
20ca31c84c747b68760945e40693c888,3 Tháng 2,Đường 3 Tháng 2,10.7674299,106.6665142,10.766037,106.6639913,1.5,50.0,FRC2,residential,concrete,,,,22.5,32.5,0.0,0.6923076923076923,1370.77,30.76923076923077,0,C,80.0,,,,,,,,,,0.003916,240.66441499783247,0.3160366869950672,2512202204,5
c801fe90087f87f5259cf31d5c9b79fd,Nguyễn Thông,Đường Nguyễn Thông,10.7778272,106.6849154,10.7759864,106.6869946,2.5,55.0,FRC2,primary,asphalt,yes,,,25.5,33.5,0.0,0.7611940298507462,1974.63,23.88059701492537,0,B,70.58823529411765,,,,,,,,,,0.00392,132.0261162413836,0.3052382922198964,2512202204,5
1f634d0600e8ef9268741fe5facb3c03,Đỗ Xuân Hợp,Đường Xa Lộ Hà Nội,10.8355189,106.7658175,10.8354781,106.7658807,2.5,50.0,FRC1,secondary,asphalt,,,,41.5,48.0,0.0,0.8645833333333334,1509.37,13.541666666666664,0,B,43.373493975903614,,,,,,,,,,0.000104,123.31644997259832,0.0082538639201561,2512202205,5
92a17ad1350b0cfcec303e7ff62e9253,Ngã Sáu Nguyễn Tri Phương,Vòng Xoay Ngã Sáu,10.7598992,106.6687226,10.7599392,106.6687397,2.0,50.0,FRC2,primary,asphalt,yes,,,28.0,35.0,0.0,0.8,1440.0,20.0,0,B,64.28571428571428,,,,,,,,,,5.7e-05,22.781611919971223,0.0048035866224848,2512202205,5
0b7b9e0a38b8c71f5a9bd524cf67aa2e,Cống Quỳnh,Đường Cống Quỳnh,10.7635026,106.6905496,10.7666744,106.688366,2.0,50.0,FRC4,tertiary,asphalt,no,,,21.0,25.5,0.0,0.8235294117647058,1355.29,17.647058823529417,0,B,85.71428571428571,,,,,,,,,,0.005355,325.9286856901901,0.4244158927133482,2512202205,5
81e23f422129017a89124e6745ee2365,cầu Rạch Ông,Đường Trần Xuân Soạn,10.7507792,106.6892692,10.7507855,106.6893325,2.0,50.0,FRC3,secondary,asphalt,,,,25.5,34.0,0.0,0.75,1620.0,25.0,0,B,70.58823529411765,,,,yes,,,,,,7e-05,84.21542682187646,0.0069586295612373,2512202205,5
19e455d9feca8246edf4ce3897d247ac,Nguyễn Thị Nhỏ,Đường Nguyễn Thị Nhỏ,10.7716614,106.6527803,10.753478,106.6507502,1.5,50.0,FRC4,tertiary,asphalt,no,,,24.5,32.5,0.0,0.7538461538461538,1204.62,24.615384615384617,0,B,73.46938775510203,,,,,,,,,,0.020213,186.2594782197154,2.0235395313436224,2512202205,5
06024a91e4cbfb9e2a00efbe60407906,Lạc Long Quân,Đường Lạc Long Quân,10.7790801,106.6498852,10.767159,106.6426234,1.0,50.0,FRC4,residential,asphalt,,,,23.5,32.0,0.0,0.734375,838.12,26.5625,0,B,76.59574468085106,,,,,,,,,,0.019183,210.89777690196087,1.5393432270070178,2512202205,5
3c39db0c557be235aff028b5bb55ca41,3 Tháng 2,Đường 3 Tháng 2,10.7711007,106.6734728,10.7674299,106.6665142,1.0,50.0,FRC2,service,concrete,,,,21.0,32.0,0.0,0.65625,978.75,34.375,0,C,85.71428571428571,,,,,,,,,,0.010629,241.76585897791853,0.8626125382169273,2512202205,5
db1ca1f601c3e4286cbd5fb8c9a2f971,Nguyễn Thị Tần,Đường Nguyễn Thị Tần,10.7492439,106.6845345,10.7486955,106.6848291,1.0,50.0,FRC4,service,,,,,19.5,28.0,0.0,0.6964285714285714,906.43,30.35714285714286,0,C,92.3076923076923,,,,,,,,,,0.000843,152.1760770090439,0.0686875174509008,2512202205,5
40069a147aa064b6f191feef3a66cff6,Phổ Quang,Đường Phổ Quang,10.8025366,106.6658741,10.8087826,106.6687556,2.0,50.0,FRC2,secondary,asphalt,,,,23.0,34.0,0.0,0.6764705882352942,1884.71,32.35294117647059,0,C,78.26086956521739,,,,,,,,,,0.009128,24.37763397244169,0.7593605849676858,2512202205,5
d840e5c8084a9478d71d3c792ab8ddf3,Nhánh A2,Đường Cao Tốc Thành phố Hồ Chí Minh-Long Thành-Dầu Giây,10.7932441,106.7532978,10.7938273,106.7522965,2.0,55.0,FRC0,motorway_link,asphalt,yes,,CT.29,38.5,43.0,0.0,0.8953488372093024,1096.74,10.465116279069765,0,B,46.75324675324676,,,,,,,,,,0.001584,300.6651843495291,0.1270938839401096,2512202206,5
a753b1bdb2fdfddde889ea1af3400b15,Hà Huy Giáp,Đường Hà Huy Giáp,10.8846445,106.6812882,10.8671779,106.679258,1.0,50.0,FRC1,residential,,,,,37.5,46.5,0.0,0.8064516129032258,708.39,19.354838709677423,0,B,48.0,,,,,,,,,,0.019497,186.5120631233753,1.944756151915342,2512202206,5
295d4adfd20e4e1fd791b42819f8d8c0,Xa Lộ Hà Nội,Đường Xa Lộ Hà Nội,10.8581167,106.7877131,10.8685319,106.804085,2.0,65.0,FRC1,trunk,asphalt,yes,,,49.5,52.5,0.0,0.9428571428571428,925.71,5.714285714285716,0,A,36.36363636363637,,,,,,,,,,0.026787,57.06443983497206,2.128751144637229,2512202206,5
f2aac3ceadf5ddf9868b1186db03d7ca,Trần Phú,Đường Trần Phú,10.7631515,106.6795568,10.7574203,106.674132,2.5,50.0,FRC4,primary,asphalt,yes,,,28.5,28.5,0.0,1.0,900.0,0.0,0,A,63.1578947368421,,,,,,,,,,0.011156,222.92011069283316,0.8682944724568921,2512202206,5
082271af9cca5bf56d0676b7cd0d99da,Tân Chánh Hiệp 39,Đường Nguyễn Ảnh Thủ,10.8821993,106.6167264,10.8776763,106.6236125,1.0,50.0,FRC4,tertiary,,,,,25.0,35.5,0.0,0.704225352112676,892.39,29.5774647887324,0,B,72.0,,,,,,,,,,0.011409,123.77605992876327,0.9039450688039764,2512202206,5
d937a0aea0c8f0a33bc429902f03b914,Mai Chí Thọ,Đường Mai Chí Thọ,10.7793052,106.7347388,10.7833905,106.7417533,3.0,65.0,FRC2,trunk,asphalt,yes,,,37.5,40.0,0.0,0.9375,1417.5,6.25,0,A,48.0,,,,,,,,,,0.0111,59.33678059699207,0.8903552740056114,2512202206,5
4e9b9bfd0bbeb0c9139122563e3d0a05,Cầu vượt Cộng Hòa - Hoàng Hoa Thám,Đường Cộng Hòa,10.8020955,106.6450548,10.8017925,106.6479549,1.0,50.0,FRC2,residential,,,,,30.5,35.0,0.0,0.8714285714285714,591.43,12.857142857142856,0,B,59.01639344262296,,,,,,,,,,0.003203,96.07109966639833,0.3189205524736799,2512202206,5
20da070f88980d7da773e1a6bea9fb42,Bùi Thị Xuân,Đường Lê Văn Sỹ,10.7984947,106.6626344,10.7979599,106.6628737,1.0,50.0,FRC2,residential,asphalt,,,,34.0,39.5,0.0,0.8607594936708861,610.63,13.924050632911388,0,B,52.94117647058823,,,,,,,,,,0.000774,156.27286120240217,0.0646862049455122,2512202207,5
264c6430eac425d239acf26cf6d07120,Tô Ngọc Vân,Đường Tô Ngọc Vân,10.8537487,106.7511235,10.8620076,106.6713827,1.5,65.0,FRC2,residential,,yes,,QL.1,35.5,44.5,0.0,0.797752808988764,1086.07,20.2247191011236,0,B,50.70422535211268,,,,,,,,,,0.088,276.0276597673524,8.766554828880011,2512202207,5
9a67b8cc52dc3dc21f96ad901c977ac2,Tân Thuận,Đường Tân Thuận,10.764817,106.7500323,10.7644644,106.749763,4.0,30.0,FRC1,residential,asphalt,no,,,44.0,44.0,0.0,1.0,1440.0,0.0,0,A,40.909090909090914,,,,,,,,,,0.000622,216.88146969883223,0.0488745342250614,2512202207,5
58730e0c9cdebd49ca7f46b865c30e72,Bạch Đằng,Đường Nguyễn Thái Sơn,10.8143903,106.6785067,10.8029569,106.710341,2.5,50.0,FRC2,primary,asphalt,yes,,,26.5,37.0,0.0,0.7162162162162162,2177.03,28.37837837837838,0,B,67.9245283018868,,,,,,,,,,0.043268,110.08146676459216,3.703917091720434,2512202207,5
d476c5d2a9203c68295ecf319b233371,Đường dẫn Ga Quốc tế,Đường Bạch Đằng,10.8133493,106.6648995,10.8130718,106.6649688,4.0,60.0,FRC2,primary,asphalt,yes,,,23.0,33.5,0.0,0.6865671641791045,3696.72,31.343283582089555,0,C,78.26086956521739,,,,,,,,,,0.000347,166.21771990750608,0.0316168842267898,2512202207,5
544c407a0eec14b0791ae6bd5c0310bd,Phường An Phú Đông,Đường Vườn Lài,10.8391657,106.6996423,10.8340778,106.6938042,1.0,50.0,FRC2,residential,,,,,28.0,36.0,0.0,0.7777777777777778,760.0,22.22222222222222,0,B,64.28571428571428,,,,,,,,,,0.010926,228.41717804221875,0.8510363626818898,2512202207,5
e79105746e9eb70d7876bb37723ea3a4,Nguyễn Ðình Chiểu,Đường Nguyễn Đình Chiểu,10.7803604,106.6918856,10.767872,106.6800536,1.5,50.0,FRC4,tertiary,asphalt,,,,16.0,24.5,0.0,0.6530612244897959,1476.73,34.693877551020414,0,C,112.5,,,,,,,,,,0.02432,222.94658373545175,1.8928328220422044,2512202207,5
350f7b53fede3656481d441c37a80d41,Trần Quốc Toản,Đường Trần Quốc Thảo,10.7893494,106.6892673,10.7831971,106.6863082,1.5,50.0,FRC3,tertiary,asphalt,,,,17.0,27.0,0.0,0.6296296296296297,1540.0,37.03703703703704,0,C,105.88235294117646,,,,,,,,,,0.009111,205.2899242064433,0.7535562837651846,2512202207,5
a850cbc6710f7832257a05bd733ab343,Nguyễn Văn Đậu,Đường Nguyễn Văn Đậu,10.8143614,106.6938401,10.8085648,106.6882022,1.0,50.0,FRC3,tertiary,,,,,28.0,39.0,0.0,0.717948717948718,867.69,28.205128205128204,0,B,64.28571428571428,,,,,,,,,,0.011434,223.69264667130736,0.8895143753408157,2512202207,5
c7695e86589d35c00b8cc3f8b4147749,Điện Biên Phủ,Đường Điện Biên Phủ,10.7973168,106.7040931,10.7938821,106.7008614,4.0,50.0,FRC2,primary,asphalt,yes,,,50.0,50.0,0.0,1.0,1440.0,0.0,0,A,36.0,,,,yes,,25.0,,,,0.006666,222.74580645691745,0.5188944390615582,2512202207,5
f926068beb9a7c651b071ac2c93118d9,Xa Lộ Hà Nội,Đường Xa Lộ Hà Nội,10.8043176,106.7516401,10.8603257,106.7918394,2.0,65.0,FRC2,trunk,asphalt,yes,,,46.0,46.0,0.0,1.0,720.0,0.0,0,A,39.130434782608695,,,,,,,,,,0.096207,35.17821205230524,7.596298149498573,2512202208,5
cc87908123841e95270c11abdbbb8628,Hiền Vương,Đường Đinh Liệt,10.7817224,106.6249308,10.7821668,106.6241211,1.0,50.0,FRC4,tertiary,asphalt,yes,,,23.0,30.5,0.0,0.7540983606557377,802.62,24.59016393442624,0,B,78.26086956521739,,,,,,,,,,0.001254,299.1925414944162,0.1012830974257282,2512202208,5
f4ccbc6cb56968e5336eefd9f1c336a0,Vườn Lài,Đường Vườn Lài,10.7880016,106.6313252,10.844574,106.6935088,1.0,50.0,FRC3,tertiary,asphalt,,,,28.0,40.5,0.0,0.691358024691358,915.56,30.864197530864203,0,C,64.28571428571428,,,,,,,,,,0.118756,47.187720090440905,9.241173136257652,2512202208,5
554c8c4dc064a89fa434b01dc3086741,Cầu vượt Tân Thới Hiệp,Đường Quốc Lộ 1A,10.8621176,106.6511715,10.8620995,106.6499973,1.0,80.0,FRC1,trunk,,yes,,QL.1,38.0,46.5,0.0,0.8172043010752689,689.03,18.279569892473116,0,B,47.368421052631575,,,,yes,,,,,,0.001192,269.10087184671386,0.1284003345810585,2512202208,5
f3b77211e4a2df3a18a8db9e5af46cf9,Vòng xoay Mỹ Thủy,Đường Đồng Văn Cống,10.7697992,106.7748933,10.7698665,106.7748651,2.0,60.0,FRC1,primary,asphalt,yes,,,49.0,49.0,0.0,1.0,720.0,0.0,0,A,36.73469387755102,,,,,,,,,,9.6e-05,337.62604497054826,0.008057899480913,2512202208,5
02862b37fd3ae1f424a8a25e660c1147,Đường Hàn Hải Nguyên,Đường Hàn Hải Nguyên,10.7580377,106.6496262,10.757963,106.6489515,2.5,50.0,FRC2,residential,asphalt,yes,,,24.5,33.0,0.0,0.7424242424242424,2059.09,25.75757575757576,0,B,73.46938775510203,,,,,,,,yes,,0.000749,263.5701534645715,0.0742569521826709,2512202208,5
40cd7049d45dadb9b1c2deba7d7e1f06,Cầu Tham Lương,Đường Trường Chinh,10.8249297,106.6275189,10.8251111,106.6277019,3.0,80.0,FRC2,primary,asphalt,yes,,,25.5,34.5,0.0,0.7391304347826086,2488.7,26.086956521739136,0,B,70.58823529411765,,,,yes,,,,,,0.000364,44.737191279024216,0.0283384657249093,2512202208,5
6112f9c317f9421f9f022913107f8ced,Trần Bình Trọng,Đường Trần Bình Trọng,10.7592606,106.6803749,10.7582717,106.6807561,2.0,50.0,FRC4,tertiary,asphalt,no,,,24.0,27.0,0.0,0.8888888888888888,1120.0,11.111111111111116,0,B,75.0,,,both,,,,,,,0.00137,159.2581467728719,0.117061949189984,2512202208,5
d9e1d8b94cec807a05fc468dc86b9c78,Đường Nguyễn Thái Học,Đường Hoàng Diệu,10.7610014,106.7004904,10.7610792,106.7004391,3.0,50.0,FRC3,primary,asphalt,yes,,,15.5,25.5,0.0,0.6078431372549019,3197.65,39.21568627450981,0,C,116.12903225806453,,,right,,,,,,,0.000129,327.0653464589302,0.0102732823484101,2512202208,5
d6b4558d6ca9da6200cea9f228821936,Hồ Văn Long,Đường Số 7,10.8253843,106.6005932,10.8252537,106.600561,1.0,50.0,FRC1,tertiary,,yes,,,39.5,47.0,0.0,0.8404255319148937,647.23,15.957446808510634,0,B,45.56962025316456,,,,,,,,,,0.000163,193.6130638070177,0.0148690467471473,2512202209,5
4b0ec3a549fc39fb024a03016afa5e1d,Ngô Tất Tố,Đường Ngô Tất Tố,10.7918618,106.7139268,10.7924353,106.7127835,1.0,50.0,FRC2,tertiary,asphalt,,,,33.0,37.0,0.0,0.8918918918918919,554.59,10.81081081081081,0,B,54.54545454545455,,,,,,,,,,0.001717,297.05123728298133,0.1402070257412203,2512202209,5
c68748ce02047283148440e0db8245b0,Quốc lộ 1,Đường Quốc Lộ 1A,10.8706221,106.7733958,10.8666505,106.7915871,1.0,50.0,FRC1,service,,,,,38.0,46.0,0.0,0.8260869565217391,673.04,17.391304347826086,0,B,47.368421052631575,,,,,,,,,,0.022163,102.53199203326938,2.036897089046421,2512202209,5
be2d989e54855044a68776ff4b143463,Nguyễn Thượng Hiền,Đường Nguyễn Thượng Hiền,10.7770101,106.6820734,10.776852,106.6821788,2.0,40.0,FRC2,tertiary,asphalt,yes,,,24.0,34.0,0.0,0.7058823529411765,1778.82,29.411764705882348,0,B,75.0,,,,,,,,,,0.000264,146.7788637003597,0.0209454205290614,2512202209,5
3e121d99cb433ec1d4c82ffd2797d0c0,Nguyễn Sơn,Đường Lê Khôi,10.7831843,106.6254206,10.7821283,106.6288258,1.5,50.0,FRC4,tertiary,asphalt,yes,,,19.0,31.5,0.0,0.6031746031746031,1611.43,39.68253968253968,0,C,94.73684210526316,,,,,,,,,,0.004461,107.51994982740638,0.390304543255373,2512202209,5
b045ce8b1239f0484ea7f11485b073c8,Dương Văn Cam,Đường Kha Vạn Cân,10.8495638,106.7534794,10.8494184,106.7536678,2.0,50.0,FRC3,secondary,asphalt,yes,,,32.5,45.0,0.0,0.7222222222222222,1720.0,27.77777777777778,0,B,55.38461538461539,,,,,,,,,,0.000334,128.16054679934223,0.026134961656295,2512202209,5
3ed64f82c279a4e8b3411ef3631d05e4,Phường Sơn Kỳ,Đường Bờ Bao Tân Thắng,10.8013922,106.6190596,10.8013405,106.6190675,1.0,50.0,FRC2,residential,,yes,,,23.5,34.0,0.0,0.6911764705882353,915.88,30.88235294117647,0,C,76.59574468085106,,,,,,,,,,6e-05,171.46377765698412,0.0057835980966102,2512202209,5
2331810cce9f2f72825928a584de44d2,Trần Phú,Đường Trần Phú,10.7529727,106.668592,10.7626244,106.6790625,3.0,50.0,FRC2,primary,asphalt,yes,,,24.0,28.5,0.0,0.8421052631578947,1932.63,15.789473684210533,0,B,75.0,,,,,,,,,,0.020122,46.82255884477661,1.5656641055376213,2512202209,5
d0c3adcbf72ef7a098ee15e241027b39,Cầu Sơn,Đường Xô Viết Nghệ Tĩnh,10.8055396,106.7115254,10.805844,106.7115501,3.0,50.0,FRC2,primary,asphalt,yes,,,31.0,41.0,0.0,0.7560975609756098,2397.07,24.390243902439025,0,B,58.064516129032256,,,,yes,,,,,,0.000329,4.557092583132089,0.0337788660181861,2512202210,5
ce03cb18a94ff79d8f1fb57c07cc0c71,Trần Não,Trần Não,10.7916195,106.7303648,10.7992203,106.7334587,1.0,55.0,FRC4,residential,asphalt,yes,,,16.5,16.5,0.0,1.0,360.0,0.0,0,A,109.0909090909091,,,,yes,,,,,,0.010695,21.793482829640936,0.9062801570350456,2512202210,5
f8be83903596d3581c3ed2722b904f55,Đường số 12,Đường Xa Lộ Hà Nội,10.8159526,106.7573234,10.8100275,106.756146,3.0,80.0,FRC1,trunk,asphalt,yes,,,42.5,48.0,0.0,0.8854166666666666,1698.75,11.458333333333336,0,B,42.35294117647059,,,no,yes,,,,,,0.007103,191.04457073321336,0.6679228582442687,2512202210,5
14cd7594142d9c3e798e5b9e2f7c0c75,Đào Trinh Nhất,Đào Trinh Nhất,10.8625105,106.7609449,10.8650568,106.7590353,1.0,50.0,FRC3,service,,,,,17.0,22.5,0.0,0.7555555555555555,800.0,24.444444444444446,0,B,105.88235294117646,,,,,,,,,,0.004456,323.628150646264,0.3506045278503562,2512202210,5
001a769ff6f9c3b6d437bcf693969aa4,Thị trấn Tân Túc,Thị trấn Tân Túc,10.6795155,106.5693537,10.6797073,106.5693331,1.0,50.0,FRC1,residential,,,,,17.5,21.5,0.0,0.813953488372093,694.88,18.6046511627907,0,B,102.85714285714285,,,,,,,,,,0.000212,353.97512773364247,0.0213348324482702,2512202210,5
