segmentId,name_vn,lat_start,lon_start,lat_end,lon_end,laneCount_aggregated,speedLimit,frc,roadType,surface,oneway,ref,curvatureIndex,bearing,lengthKm,intersectionCount,routeSlopePercent,startElevation,endElevation,timeStamp,dayOfWeek,hourOfDay,dayType,currentSpeed,freeFlowSpeed,jamFactor,incidentFlag,congestionIndex,trafficVolume,LOS,occupancy,crossTime,speedLimitRatio,relativeCongestionIndex,route_distance_m,route_duration_sec,route_weight,congestion_levels,map_match_confidence
8eadd9c93eee0f384dceac1a31c39d35,Võ Văn Ngân,10.8497041,106.7710929,10.8496933,106.7715732,1.0,50.0,,,asphalt,no,,0.000491,91.31152474448707,0.0525308125415201,4,0.0,25.0,25.0,2603150843,6,8,Weekend,48.0,48.0,0.0,0,1.0,360.0,A,0.0,0.003939810940614008,0.96,0.0,48.543,9.198,9.198,[],0.983949
c79e211f70eccbf9c5834a86b875367e,An Phú Đông 3,10.8547157,106.7063222,10.8547574,106.7068791,1.0,50.0,,,asphalt,no,,0.000599,85.63998350174734,0.0610662997620373,3,0.0,25.0,25.0,2603150843,6,8,Weekend,48.0,48.0,0.0,0,1.0,360.0,A,0.0,0.004579972482152798,0.96,0.0,58.66,9.606,9.606,[],0.980207
25257d8d791a2837985f008f621b90cc,Nguyễn Văn Quá,10.8261451,106.6265884,10.8264064,106.6266087,1.0,50.0,,,asphalt,no,,0.000282,4.363537922283967,0.028988415405186,2,0.0,7.0,7.0,2603150843,6,8,Weekend,26.0,34.0,0.0,0,0.7647058823529411,783.53,B,23.529411764705888,0.004013780594564215,0.52,0.23529411764705882,29.376,8.135,8.135,[],0.98513
a74bb3e390dc39da5adac4d4e9e96947,Nguyễn Đình Chiểu,10.8033297,106.6789788,10.8034825,106.6796467,1.0,50.0,,,asphalt,no,,0.000821,76.8892058985233,0.0749711303703293,2,1.3338467688300462,6.0,7.0,2603150843,6,8,Weekend,22.0,30.0,0.0,0,0.7333333333333333,840.0,B,26.66666666666667,0.012268003151508432,0.44,0.26666666666666666,73.198,18.832,19.222,[],0.979854
90498184b9db90ea772a2c8b99234878,Lê Văn Khương,10.8619111,106.6498425,10.8621838,106.6494524,1.0,50.0,,,asphalt,no,,0.000663,305.44346474629566,0.0522412488042911,4,1.9141962010637443,5.0,6.0,2603150843,6,8,Weekend,47.0,47.0,0.0,0,1.0,360.0,A,0.0,0.004001457355222298,0.94,0.0,271.281,65.234,63.199,[],0.00062
6ed666ef1d3cf472b5247544173b129b,Đường Pham Ngũ Lão,10.8251122,106.6808633,10.8262602,106.6801335,1.0,50.0,,,asphalt,no,,0.001878,328.0193892798449,0.1499792195360675,1,0.6667590370808112,30.0,31.0,2603150843,6,8,Weekend,31.5,35.5,0.0,0,0.8873239436619719,562.82,B,11.267605633802813,0.01714048223269343,0.63,0.11267605633802817,1873.742,365.935,380.175,[],0.981952
f2b9e01aa16f341cced2e96d0714ff2f,Phạm Phú Thứ,10.7444878,106.6438571,10.7897886,106.6466566,1.0,50.0,,,asphalt,no,,0.0481,3.473903836053239,5.020205244633848,5,-0.2390340517019085,32.0,20.0,2603150843,6,8,Weekend,33.0,37.0,0.0,0,0.8918918918918919,554.59,B,10.81081081081081,0.5476587539600561,0.66,0.10810810810810811,5956.18,1252.172,1282.546,[],0.024868
88c98c9b78471686e9082725625f649e,Cầu An Lập,10.729901,106.602171,10.7277176,106.60178,1.0,50.0,,,asphalt,no,,0.002574,189.97898061240684,0.2452698096949974,2,11.008285134471118,6.0,33.0,2603150843,6,8,Weekend,52.0,52.0,0.0,0,1.0,360.0,A,0.0,0.01698021759426905,1.04,0.0,2341.991,280.075,280.02,[],0.976895
de7a389232823cd0de9374379391ebdd,Đường Lạc Long Quân,10.7664078,106.6422822,10.7632226,106.6421549,1.0,50.0,,,asphalt,no,,0.003313,182.24844830662116,0.3525996018339855,2,-0.8508234224871557,23.0,20.0,2603150843,6,8,Weekend,24.0,32.0,0.0,0,0.75,810.0,B,25.0,0.05288994027509782,0.48,0.25,505.544,117.881,126.569,[],0.97979
10c32f2911bb190ca64b7c313ade54d0,Cầu Bến Cát 1,10.8615207,106.6642282,10.8615229,106.6653693,1.0,50.0,,,asphalt,no,,0.001143,89.88741340697936,0.1247661163253383,3,0.8014996614885521,20.0,21.0,2603150843,6,8,Weekend,48.0,48.0,0.0,0,1.0,360.0,A,0.0,0.009357458724400372,0.96,0.0,124.741,17.272,17.272,[],0.98019
7963462bfce8608c85ce6fc58d6db1bb,Võ Văn Tần,10.782412,106.6956364,10.7746152,106.6884994,1.0,50.0,,,asphalt,no,,0.014934,221.9633688116475,1.1632108299897814,1,-1.2895340735549867,32.0,17.0,2603150843,6,8,Weekend,23.0,27.5,0.0,0,0.8363636363636363,654.55,B,16.36363636363637,0.1820677820853571,0.46,0.16363636363636364,1170.502,299.934,302.155,[],0.983178
945f4133aaa997f4ea99a4b9f3d73e0b,Lê Quang Sung,10.7510631,106.6528193,10.7510631,106.6528193,1.0,50.0,,,asphalt,no,,0.0,0.0,0.0,4,0.0,18.0,18.0,2603150843,6,8,Weekend,23.0,33.0,0.0,0,0.696969696969697,905.45,C,30.303030303030297,0.0,0.46,0.30303030303030304,0.0,0.0,0.0,[],0.0
08f80b05cadf30c51835ffd69d35ec5c,Cao Thắng,10.7729223,106.678801,10.7716819,106.6802249,1.0,50.0,,,asphalt,no,,0.002664,131.56504300233155,0.2075518191097228,4,0.4818073887713541,5.0,6.0,2603150843,6,8,Weekend,17.0,28.0,0.0,0,0.6071428571428571,1067.14,C,39.28571428571429,0.04395214992911777,0.34,0.39285714285714285,210.806,48.211,50.338,[],0.980287
ad618e33678436ff8f07f7f837cacf90,Nguyễn Thị Nhỏ,10.7544346,106.6508617,10.758499,106.6513356,1.0,50.0,,,asphalt,no,,0.004538,6.534652045400208,0.4525535089983097,1,1.1048417260241985,19.0,24.0,2603150843,6,8,Weekend,19.5,27.5,0.0,0,0.7090909090909091,883.64,B,29.09090909090909,0.08354834012276487,0.39,0.2909090909090909,624.74,126.963,142.962,[],0.979295
d71dd5fac508e54d226b3a5e3a350cea,3 Tháng 2,10.7637713,106.6597513,10.7659517,106.6640311,1.0,50.0,,,asphalt,no,,0.00646,62.58883332691562,0.5265754138129072,3,1.329344252765874,7.0,14.0,2603150843,6,8,Weekend,24.0,33.5,0.0,0,0.7164179104477612,870.45,B,28.358208955223883,0.07898631207193609,0.48,0.2835820895522388,1211.825,303.915,290.906,[],0.981511
d0669f7c3f0eecbc66b9e383dc464dd0,Bảy Hiền,10.7894105,106.6516978,10.7897093,106.6518377,1.0,50.0,,,asphalt,no,,0.000439,24.699055633744365,0.0364208126305638,2,0.0,25.0,25.0,2603150843,6,8,Weekend,24.0,32.0,0.0,0,0.75,810.0,B,25.0,0.00546312189458457,0.48,0.25,37.323,8.398,8.398,[],0.968559
a3bdd2a7c4c008f49e416ee5957c5044,Cầu vượt Quang Trung,10.8502095,106.6314235,10.8509611,106.627222,1.0,50.0,,,asphalt,no,,0.004953,280.3233660647545,0.466863380584251,1,5.5690810376822855,6.0,32.0,2603150843,6,8,Weekend,32.0,36.0,0.0,0,0.8888888888888888,560.0,B,11.111111111111116,0.052522130315728235,0.64,0.1111111111111111,1636.421,253.702,353.752,[],0.0
a27d6f142e0e8d4af8e0ea7b1e45798e,Đường Hồng Bàng,10.7537647,106.6538338,10.7566007,106.6695824,2.0,50.0,,primary,asphalt,yes,,0.018585,79.61155247035936,1.7508622385367874,4,-0.6282618790838054,21.0,10.0,2603150843,6,8,Weekend,23.5,30.5,0.0,0,0.7704918032786885,1546.23,B,22.95081967213115,0.2682171939886142,0.47,0.22950819672131148,1772.968,404.791,382.023,[],0.984676
