fs_method,family,algorithm,params,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,accuracy_majority,MAE,RMSE,n_points,noise_ratio,largest_cluster_ratio,min_cluster_size,largest_cluster_size
MI,partition,MiniBatchKMeans,{'k': 5},5,0.2859846986833007,1.3420755956123944,480.9335073943256,0.29008343257436775,0.38910379273834667,0.5569620253164557,0.7706329113924051,1.3054898687727738,1975,0.0,0.3210126582278481,268,634
MI,partition,MiniBatchKMeans,{'k': 7},7,0.2903467332331553,1.2471851529358484,415.07896607916905,0.258144456286524,0.39554406960978666,0.5782278481012658,0.6308860759493671,1.0786771082198177,1975,0.0,0.31291139240506327,119,618
MI,partition,MiniBatchKMeans,{'k': 9},9,0.2720888626138025,1.3557959641492827,392.04353256219196,0.2590691523796532,0.3974651566934344,0.5863291139240506,0.5058227848101265,0.8600853652068717,1975,0.0,0.21974683544303797,107,434
MI,partition,MiniBatchKMeans,{'k': 11},11,0.2988775151475876,1.2782677450705215,397.97994544005627,0.20855995771330146,0.38811514989376894,0.5767088607594937,0.5341772151898734,0.8924436655624441,1975,0.0,0.21721518987341773,99,429
MI,partition,MiniBatchKMeans,{'k': 13},13,0.28002906876152744,1.302920059512878,369.97196275066545,0.20036103329797478,0.3793516609600331,0.6081012658227848,0.5083544303797468,0.8749683538581065,1975,0.0,0.14227848101265822,79,281
MI,partition,MiniBatchKMeans,{'k': 15},15,0.27613104368852887,1.284706367414406,357.4790360414573,0.18790975632666276,0.3748295595933885,0.6207594936708861,0.48455696202531645,0.8416379449500521,1975,0.0,0.14379746835443039,29,284
MI,partition,MiniBatchKMeans,{'k': 17},17,0.2808214659753368,1.279828378459013,354.57017068502915,0.20646581314445925,0.4033143370507453,0.6759493670886076,0.37873417721518987,0.7101435048413486,1975,0.0,0.11341772151898734,25,224
MI,partition,MiniBatchKMeans,{'k': 19},19,0.2791611324879533,1.27871109556886,344.44500482723885,0.20108749858842828,0.40349071991867663,0.6916455696202531,0.3594936708860759,0.688421419359473,1975,0.0,0.10430379746835443,19,206
MI,hierarchical,Agglomerative_single,{'k': 3},3,0.2243697325348594,0.7713431479696929,8.03916788407668,-4.765010535442184e-05,0.004372624629590392,0.22379746835443037,1.3746835443037975,1.724433497145062,1975,0.0,0.9969620253164557,1,1969
MI,hierarchical,Agglomerative_single,{'k': 5},5,0.1947992662990986,0.656044508306542,12.651147922273232,5.152213925351916e-05,0.010191091515933042,0.22734177215189874,1.3635443037974684,1.7141259720630995,1975,0.0,0.9929113924050633,1,1961
MI,hierarchical,Agglomerative_single,{'k': 7},7,0.1351007705724186,0.6435071871566665,9.855774447835266,6.37325516843396e-05,0.013051790636414814,0.22886075949367088,1.3610126582278481,1.712796218490673,1975,0.0,0.9913924050632912,1,1958
MI,hierarchical,Agglomerative_single,{'k': 9},9,0.15718151060293117,0.7593719713740332,50.57869170291384,0.011262992564534084,0.042713632512507656,0.27949367088607596,1.390379746835443,1.8219477684297307,1975,0.0,0.8455696202531645,1,1670
MI,hierarchical,Agglomerative_single,{'k': 11},11,0.13861243999827585,0.7228437601957628,44.95950029338247,0.011595230364607727,0.04919754486163054,0.28405063291139243,1.3767088607594937,1.8106576188385888,1975,0.0,0.8410126582278481,1,1661
MI,hierarchical,Agglomerative_single,{'k': 13},13,0.11353980101931622,0.6972559605104851,37.720965278876456,0.011638881205815486,0.05129564448849967,0.2850632911392405,1.3746835443037975,1.8092588873676945,1975,0.0,0.8405063291139241,1,1660
MI,hierarchical,Agglomerative_single,{'k': 15},15,0.06329821478989664,0.6754954118856306,32.54860850190826,0.011507642415891679,0.05317494012625716,0.28556962025316457,1.3736708860759494,1.8086990919064705,1975,0.0,0.84,1,1659
MI,hierarchical,Agglomerative_single,{'k': 17},17,-0.03936782036338624,0.6941450424186224,28.728186317904015,0.01147397754749728,0.054459537180106835,0.28607594936708863,1.3731645569620252,1.8085591159675614,1975,0.0,0.838987341772152,1,1657
MI,hierarchical,Agglomerative_single,{'k': 19},19,-0.048145586332464824,0.6913319182592956,26.400655571278847,0.011652722807980975,0.057215655873602625,0.28810126582278484,1.3670886075949367,1.8035127467939065,1975,0.0,0.8369620253164557,1,1653
MI,hierarchical,Agglomerative_complete,{'k': 3},3,0.12592855912342432,1.4780952365455378,109.79485244979892,0.023739845997029704,0.11864327433833231,0.29670886075949365,1.1321518987341772,1.4966629547095767,1975,0.0,0.8962025316455696,13,1770
MI,hierarchical,Agglomerative_complete,{'k': 5},5,0.12015503968689173,1.7972391919355737,213.18577594984356,0.2224338721055733,0.2930507805701245,0.46835443037974683,1.1848101265822786,1.8188882402115163,1975,0.0,0.3756962025316456,13,742
MI,hierarchical,Agglomerative_complete,{'k': 7},7,0.134677467950868,1.530562775776863,206.71448486150885,0.23477346364790672,0.3214264996901506,0.5063291139240507,0.8577215189873417,1.4142135623730951,1975,0.0,0.3037974683544304,8,600
MI,hierarchical,Agglomerative_complete,{'k': 9},9,0.12895994099793676,1.5224861043700024,198.9271114465833,0.1706404258992807,0.31181475470943437,0.5063291139240507,0.8577215189873417,1.4142135623730951,1975,0.0,0.2977215189873418,8,588
MI,hierarchical,Agglomerative_complete,{'k': 11},11,0.1374081436801553,1.479541165428312,220.80033691020526,0.17367964381653953,0.32193834981806974,0.5255696202531646,0.8739240506329113,1.4731349504639693,1975,0.0,0.2977215189873418,8,588
MI,hierarchical,Agglomerative_complete,{'k': 13},13,0.14182249398450372,1.5503333386517326,226.9040918748549,0.18054058403395562,0.3262978533896032,0.5620253164556962,0.7655696202531646,1.3178425022587084,1975,0.0,0.20050632911392405,8,396
MI,hierarchical,Agglomerative_complete,{'k': 15},15,0.1579137565668886,1.5519611561341666,234.2403123978826,0.1663629844236068,0.32389710450446924,0.5746835443037974,0.7336708860759493,1.2667110807225601,1975,0.0,0.1848101265822785,8,365
MI,hierarchical,Agglomerative_complete,{'k': 17},17,0.15867570428844488,1.4861908947455653,212.4454149248381,0.16456566008225518,0.3229418961848503,0.5746835443037974,0.7336708860759493,1.2667110807225601,1975,0.0,0.1848101265822785,5,365
