fs_method,family,algorithm,params,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,accuracy_majority,MAE,RMSE,n_points,noise_ratio,largest_cluster_ratio,min_cluster_size,largest_cluster_size
RF,hierarchical,Agglomerative_single,{'k': 3},3,0.3091009084847145,0.5970075864922729,18.69685505563863,4.747870207809929e-05,0.005347272872333434,0.22481012658227847,1.3670886075949367,1.7160449080901927,1975,0.0,0.9954430379746836,1,1966
RF,hierarchical,Agglomerative_single,{'k': 5},5,0.15938517421264548,0.5519739233055363,12.302347871510804,4.0917465511815945e-05,0.00728631685791583,0.22582278481012658,1.3660759493670886,1.7157498268554279,1975,0.0,0.9944303797468355,1,1964
RF,hierarchical,Agglomerative_single,{'k': 7},7,0.08541690860958573,0.5788058680728214,12.27169050832402,0.0001110512087879637,0.013109216347500686,0.22886075949367088,1.3569620253164556,1.7077633607155682,1975,0.0,0.9913924050632912,1,1958
RF,hierarchical,Agglomerative_single,{'k': 9},9,0.051080416902600054,0.6351592848399572,11.341580188266574,0.0002028880067374788,0.01745565042709928,0.23139240506329115,1.3483544303797468,1.7001861402188894,1975,0.0,0.9878481012658228,1,1951
RF,hierarchical,Agglomerative_single,{'k': 11},11,0.03672639771365259,0.5890867250151175,9.220577013963164,0.00020682049139517,0.02149789947346225,0.23291139240506328,1.3468354430379748,1.6997393694477494,1975,0.0,0.9878481012658228,1,1951
RF,hierarchical,Agglomerative_single,{'k': 13},13,-0.021259708164762865,0.6266517188886491,8.661725782001097,0.00013930760912018281,0.025917634591667033,0.23493670886075949,1.3448101265822785,1.6991434923498772,1975,0.0,0.9853164556962025,1,1946
RF,hierarchical,Agglomerative_single,{'k': 15},15,-0.0303927990540949,0.6120483877356079,7.641681321228169,8.194490300605635e-05,0.02839944115885136,0.23544303797468355,1.3437974683544305,1.698547406208976,1975,0.0,0.9848101265822785,1,1945
RF,hierarchical,Agglomerative_single,{'k': 17},17,-0.11737219133321958,0.6550730989896028,6.8551233781506955,9.712947935047346e-05,0.030154028617326474,0.23645569620253165,1.3417721518987342,1.697056274847714,1975,0.0,0.9837974683544304,1,1943
RF,hierarchical,Agglomerative_single,{'k': 19},19,-0.1270868858251733,0.6509358944950802,6.8265851464719685,0.00017775033488057345,0.03369717884820653,0.23848101265822785,1.3356962025316457,1.6916773190826713,1975,0.0,0.9817721518987341,1,1939
RF,hierarchical,Agglomerative_complete,{'k': 3},3,0.12193597877491308,1.6350699416084116,175.62512697526176,0.06323792188362715,0.191364759047305,0.3387341772151899,0.9863291139240506,1.3425839435840206,1975,0.0,0.8146835443037974,40,1609
RF,hierarchical,Agglomerative_complete,{'k': 5},5,0.12282856678782954,1.9649425113900798,239.5775776846842,0.13011805967855503,0.23854418957832643,0.43088607594936706,1.2075949367088608,1.7971848590842066,1975,0.0,0.43240506329113926,40,854
RF,hierarchical,Agglomerative_complete,{'k': 7},7,0.1494820876264242,1.8850090874041565,243.9599618492562,0.18917638131113118,0.29011918365364087,0.4911392405063291,1.0865822784810126,1.7228178272303736,1975,0.0,0.19848101265822785,40,392
RF,hierarchical,Agglomerative_complete,{'k': 9},9,0.14904395638245188,1.6243853639150376,193.6947177762049,0.18455820389015642,0.28830757637276616,0.4916455696202532,1.0860759493670886,1.7226708730076272,1975,0.0,0.19848101265822785,1,392
RF,hierarchical,Agglomerative_complete,{'k': 11},11,0.14201831097224427,1.5871443609358509,231.0871930493485,0.19499187047584657,0.3114946358911661,0.5351898734177215,0.8663291139240507,1.4777677315310518,1975,0.0,0.1848101265822785,1,365
RF,hierarchical,Agglomerative_complete,{'k': 13},13,0.1583321068057313,1.5422887576939261,232.76509309852779,0.19938983224898219,0.3142905126578579,0.56,0.7073417721518988,1.251834097472559,1975,0.0,0.1848101265822785,1,365
RF,hierarchical,Agglomerative_complete,{'k': 15},15,0.16738161971221904,1.4934341731896306,227.93030309562198,0.21052297585630136,0.3491055233059852,0.5913924050632912,0.6759493670886076,1.2392321019613903,1975,0.0,0.1848101265822785,1,365
RF,hierarchical,Agglomerative_complete,{'k': 17},17,0.16625238475695556,1.4131183823370375,224.62911101933454,0.1981736858548085,0.34659892346996873,0.5954430379746836,0.6870886075949367,1.2558722824688098,1975,0.0,0.1848101265822785,1,365
RF,hierarchical,Agglomerative_complete,{'k': 19},19,0.16772183508833663,1.3689199828615362,213.75084549241552,0.20002274276359014,0.3497514465620106,0.6030379746835443,0.669367088607595,1.2382102232504888,1975,0.0,0.18430379746835443,1,364
RF,hierarchical,Agglomerative_average,{'k': 3},3,0.25352510020183244,1.0080059585562287,44.73571282364534,0.001147013326194219,0.0281246293867989,0.23848101265822785,1.3250632911392406,1.6789086268213615,1975,0.0,0.9807594936708861,1,1937
RF,hierarchical,Agglomerative_average,{'k': 5},5,0.14319933830674553,1.0859184837488929,47.267683569060395,0.00024243677756884718,0.058758676342339985,0.2389873417721519,1.8820253164556962,2.369532347173973,1975,0.0,0.9544303797468354,1,1885
RF,hierarchical,Agglomerative_average,{'k': 7},7,0.10216989065669432,1.0251761071482115,38.912238304857546,-0.00036657139060059435,0.06328175680837558,0.2389873417721519,1.8820253164556962,2.369532347173973,1975,0.0,0.9544303797468354,1,1885
RF,hierarchical,Agglomerative_average,{'k': 9},9,0.1829525914529515,1.0876480592102318,126.7314575544249,0.14277305789943867,0.22282603197371842,0.3959493670886076,0.9584810126582278,1.3923843496733184,1975,0.0,0.5468354430379747,1,1080
RF,hierarchical,Agglomerative_average,{'k': 11},11,0.165150279988435,0.9940189264394133,102.50819909743119,0.14268753556439356,0.22271754753271947,0.3964556962025316,0.9579746835443038,1.3922025169138526,1975,0.0,0.5468354430379747,1,1080
RF,hierarchical,Agglomerative_average,{'k': 13},13,0.20217808593666234,1.0020540171346581,121.43846861340045,0.12614214449455963,0.22069380662029237,0.3964556962025316,0.9579746835443038,1.3922025169138526,1975,0.0,0.5468354430379747,1,1080
RF,hierarchical,Agglomerative_average,{'k': 15},15,0.2087760162198234,0.9498465381481276,123.64704943293634,0.14334033096900015,0.2916397266147367,0.41873417721518985,0.8668354430379747,1.2544603963760472,1975,0.0,0.5468354430379747,1,1080
RF,hierarchical,Agglomerative_average,{'k': 17},17,0.23997368252945311,0.9741848543731758,163.26821803382066,0.20846532067866014,0.3262535341717904,0.4982278481012658,0.8430379746835444,1.3149577651204745,1975,0.0,0.3286075949367089,1,649
RF,hierarchical,Agglomerative_average,{'k': 19},19,0.2342588085356652,0.9525082279351067,150.26081146960553,0.21332747711092928,0.3356635175818736,0.5048101265822785,0.8136708860759494,1.2695060337076989,1975,0.0,0.3286075949367089,1,649
RF,hierarchical,Agglomerative_ward,{'k': 3},3,0.24289944141637787,1.522204261701802,570.3853734625636,0.22031629423372986,0.2622363569525731,0.46987341772151897,0.8941772151898734,1.3951089971482695,1975,0.0,0.4136708860759494,571,817
RF,hierarchical,Agglomerative_ward,{'k': 5},5,0.259774403828204,1.427351685599391,469.736375037113,0.29147637645170105,0.39515573231009843,0.5574683544303798,0.7159493670886076,1.2254681358153439,1975,0.0,0.2972151898734177,196,587
RF,hierarchical,Agglomerative_ward,{'k': 7},7,0.25794907225888253,1.3136719877116962,411.9644969080971,0.22752989027365586,0.37264343001541433,0.5574683544303798,0.7159493670886076,1.2254681358153439,1975,0.0,0.2891139240506329,106,571
RF,hierarchical,Agglomerative_ward,{'k': 9},9,0.23987535616500102,1.4922944333746815,378.1230883909993,0.20233690590024522,0.35212886943109123,0.5726582278481013,0.649113924050633,1.1402864396970447,1975,0.0,0.19240506329113924,106,380
RF,hierarchical,Agglomerative_ward,{'k': 11},11,0.2668463192966898,1.4352277508588844,356.7388624901207,0.19892234047757218,0.36812618475125264,0.5939240506329114,0.5367088607594936,0.9222976262532638,1975,0.0,0.19240506329113924,70,380
RF,hierarchical,Agglomerative_ward,{'k': 13},13,0.2643395310152483,1.3612076753800972,341.7599648984246,0.1870575781975367,0.36665669275788976,0.6162025316455696,0.5043037974683544,0.8915922323914445,1975,0.0,0.19240506329113924,31,380
RF,hierarchical,Agglomerative_ward,{'k': 15},15,0.2719236182052611,1.3459653051765206,325.93448030432455,0.1887996435911622,0.37553788595596854,0.6268354430379747,0.4830379746835443,0.8674128563095772,1975,0.0,0.18177215189873416,21,359
RF,hierarchical,Agglomerative_ward,{'k': 17},17,0.25540250005636983,1.3076331483576777,315.211895746741,0.17802638435057572,0.3684775289343937,0.6288607594936709,0.45518987341772155,0.8084991565091143,1975,0.0,0.18177215189873416,21,359
