segmentId,name_vn,lat_start,lon_start,lat_end,lon_end,speedLimit,currentSpeed,freeFlowSpeed,congestionIndex,trafficVolume,crossTime,traffic_label,cluster_label_RF,speed_drop,congestion_level_desc,congestion_score
3fd122b90cd72cb1c43901abd9e51a3b,Đường Quốc Lộ 22,10.8449041,106.6140548,10.877854,106.5914673,50.0,18.0,22.5,0.8,1080.0,0.1,B,3,4.5,Đông,0.36550220244510495
108b01aabf7a3738b50a62d8b979f387,Đường Nguyễn Văn Linh,10.7279406,106.7122757,10.7283925,106.712277,50.0,42.0,42.0,1.0,540.0,0.0428571428571428,E,1,0.0,Thông thoáng,0.4069400667403085
f4cf8e23c594e3f2d7e6d6c087a69c32,Đường Điện Biên Phủ,10.7921176,106.6992858,10.7921359,106.6992344,50.0,34.0,42.0,0.8095238095238095,702.86,0.0529411764705882,E,1,8.0,Thông thoáng,0.389870590586798
148e250a25be8ebb375a477a09e79c50,Đường Nam Hòa,10.8324177,106.7672026,10.8188716,106.7582527,55.0,37.5,42.5,0.8823529411764706,1143.53,0.048,E,1,5.0,Thông thoáng,0.4163577325514323
acd351cc76318b50d74a9d44c833a44f,Đường Số 6,10.8656041,106.7485967,10.8697421,106.7272126,27.5,31.5,44.5,0.7078651685393258,885.84,0.0571428571428571,E,1,13.0,Thông thoáng,0.3915319503699871
5ee0b83e4d50b690d939cd4f48cb967e,Đường Võ Thị Sáu,10.7915641,106.6955574,10.7825478,106.6866724,50.0,17.0,32.0,0.53125,1805.62,0.1058823529411764,B,3,15.0,Đông,0.3529146375833096
c130fe295990556b2f6683348393e9ca,Đường Thành Thái,10.7781305,106.6563416,10.7807392,106.6588525,50.0,23.5,31.0,0.7580645161290323,1193.23,0.076595744680851,D,3,7.5,Tương đối thoáng,0.37671492432325226
ce4327b3f6072e0dbf5eb07c335a2423,Vũ Huy Tấn,10.7959469,106.6927346,10.7956893,106.6961219,50.0,8.0,15.5,0.5161290322580645,1230.97,0.2249999999999999,B,3,7.5,Đông,0.25017834964494756
6aa710567d555652d8eb7c9ced435d3d,Đường Gò Công,10.7497109,106.6494313,10.7507545,106.6545334,50.0,21.0,32.5,0.6461538461538462,1495.38,0.0857142857142857,C,3,11.5,Trung bình,0.36786992044625605
2750d3a201062d7deb2e154049891644,Đường Xa Lộ Hà Nội,10.8084947,106.7555087,10.8458797,106.7715847,65.0,33.0,47.0,0.7021276595744681,1792.34,0.0545454545454545,E,1,14.0,Thông thoáng,0.433124989624202
64991b3007d81e6b8fbb43f1a76dceeb,Đường An Dương Vương,10.7575894,106.674106,10.757428,106.6739837,50.0,19.5,28.0,0.6964285714285714,1812.86,0.0923076923076923,C,3,8.5,Trung bình,0.3776753493102518
3cfa64afe77bbd77b6f870cc2b6eacc3,Đường Nguyễn Tri Phương,10.7546206,106.6696106,10.7522326,106.6695017,60.0,17.0,33.0,0.5151515151515151,1849.09,0.1058823529411764,B,3,16.0,Đông,0.3557514652651214
5c8848b02d1ed211f5d30c2e42534bfd,Đường Trường Sơn,10.8122766,106.6650353,10.8134346,106.6646772,40.0,17.0,34.0,0.5,5040.0,0.1058823529411764,B,3,17.0,Đông,0.48044173524802064
c3558babbf99dd4193c778d95caeadb1,Hẻm 373/197 Lý Thường Kiệt,10.7790549,106.6503541,10.7799875,106.6539968,50.0,19.0,31.5,0.6031746031746031,1074.29,0.0947368421052631,B,3,12.5,Đông,0.3385744188174573
2947ef039af0171030113c413b81cd0b,Đường Đào Trí,10.7192661,106.7432344,10.7199382,106.7432765,50.0,22.0,35.0,0.6285714285714286,1028.57,0.0818181818181818,C,1,13.0,Trung bình,0.35508609143019115
